"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1352.62725772633,16.0807997328237,11.4582537669473,0,-1341.17
"catch",1651,-3182.62968239719,47.1032019291154,9.95243910806505,0,-3172.68
