"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",41212,34088,31791,36812
"Dungeness_Kept","Expected_Catch",34873,31234,29484,33599
"Dungeness_Kept","Predictive_Catch",NA,31234,29475,33584
