"sub_season_period","day_type_group","n_obs","mean_L_eff","sd_L_eff","min_L_eff","max_L_eff","predicted_L_eff"
"ring_net","weekday",4,4.91024038461538,1.50588575191006,3.54,7,4.91024038461538
"ring_net","weekend",1,5.10483870967742,NA,5.10483870967742,5.10483870967742,5.25988227507288
"allgear_winter","weekday",6,5.36453502852497,1.09216304336022,3.91666666666667,6.60714285714286,5.36453502852497
"allgear_winter","weekend",7,5.26614239341221,0.589153337543142,4.63235294117647,6.1625,5.26614239341221
"allgear_spring_summer","weekday",8,5.74089449928331,0.965143529679852,4.57142857142857,7.04255319148936,5.74089449928331
"allgear_spring_summer","weekend",4,4.51832627118644,1.26991736622396,2.7,5.39830508474576,4.51832627118644
