"event_date","day_type","ie_crabber_hours","max_present","mean_present","L_effective","mean_gear","n_counts","gear_est_crabber_hrs","f_temporal","pct_error"
2024-10-21,"Weekday",88.5,25,7.86666666666667,3.54,29,1,252.566681190995,0.350402513833861,185.386080441802
2024-11-09,"Weekend",158.25,31,17.1081081081081,5.10483870967742,22,1,176.751194250369,0.895326340911947,11.6911180097121
2024-12-06,"Weekend",123.25,20,13.3243243243243,6.1625,25,1,184.576365412065,0.667745297318242,49.7577001314931
2025-01-22,"Weekday",23.5,6,2.61111111111111,3.91666666666667,8,1,61.9529872536499,0.37931988499256,163.629732994255
2025-02-28,"Weekend",240,48,25.2631578947368,5,16,1,144.757540880976,1.65794471596707,-39.6843579662601
2025-08-26,"Weekday",331,47,21.7049180327869,7.04255319148936,31.8,5,351.158004056795,0.942595629819291,6.09003143709822
