"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3411,3099,3905,6175,5725,6952
"2024-10",6072,5564,6735,10983,10232,11994
"2024-11",3408,2838,4211,5632,4818,6685
"2024-12",10017,9271,11185,5750,4943,6832
"2025-01",7506,6936,8495,5146,4353,6232
