"parameter","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B1",0.702410487513814,0.00179129760875896,0.16694380986644,0.375837817925806,0.589792299801428,0.703903065343276,0.810999039046809,1.03680186054205,8685.70647144067,0.999598593253193
"B2",-0.0864207725413733,0.00592193984731781,0.510829949329846,-1.0152727129625,-0.434770536340613,-0.1109721790684,0.240210087521437,0.946779362105536,7440.88717761084,0.999845871677871
"B1_C",-0.165548401579924,0.000923440656452629,0.0824164680403615,-0.328484855904045,-0.220731070326575,-0.165907527759683,-0.108509027491747,-0.00491269153251265,7965.44448221518,0.999677857860773
"B2_C",-0.0897002388339032,0.00257520959242296,0.199652651706652,-0.468619505997794,-0.228414525696645,-0.0926167027136455,0.0452290736434246,0.306385532379851,6010.69931035739,1.00010608924364
"gamma_C",-0.012991564114671,0.0100715073004322,1.01734200991547,-1.9963239704096,-0.697930588274925,-0.016108170557164,0.666708265946937,1.99671305187442,10203.4023696898,0.999766333305854
"sigma_eps_E",0.190844824082435,0.00300506170919032,0.157484168787669,0.00919468561416446,0.0815690707257511,0.159039188832195,0.261370669308131,0.56607003912163,2746.42039609162,1.00083682572918
"Lcorr_E[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"sigma_r_E",0.510221133045136,0.000761168636694308,0.0633676164710628,0.399276621069064,0.464704994920023,0.505580238541038,0.551179363308976,0.646688925740299,6930.63413100372,1.0004002988943
"phi_E_scaled",0.546151747856954,0.0025784430882543,0.206802600351915,0.14378702908503,0.395519796409445,0.552953822409609,0.704863427544621,0.906516350664268,6432.75321514954,0.999990613511616
"eps_E[1,1]",0.150226274274078,0.0103581291375227,0.835626169584055,-1.5554639417754,-0.384158731669752,0.151454959863764,0.684962415976421,1.8334864864322,6508.20797290493,0.999981908085327
"eps_E[2,1]",-0.128929177529563,0.00928306322430425,0.813948466601124,-1.71164394338112,-0.663345162238518,-0.131642805458853,0.391560321101542,1.48911483204627,7687.96153969058,0.999663266645243
"eps_E[3,1]",-0.445677701513791,0.0097162787517658,0.834924979647713,-2.05707434606509,-1.00642529421947,-0.463710631584577,0.0677441074756053,1.27543215063696,7384.05593090757,1.00000318011595
"eps_E[4,1]",-0.503096569692418,0.0099959593648522,0.841001507973819,-2.11564839261108,-1.05670125443932,-0.516519335775757,0.0341672082058828,1.2238645744591,7078.55457973181,1.00038628185745
"eps_E[5,1]",0.484790648016424,0.0108914413885868,0.898277880652018,-1.39532822313917,-0.0807445784998867,0.498958680381498,1.08373461489614,2.24176899613907,6802.22031330795,1.00042961762026
"omega_E_0_raw[1,1]",0.385599898417932,0.00909511480706011,0.818037072285143,-1.26215289971374,-0.114928137798228,0.390651108430873,0.912375306525727,1.97178680890954,8089.6475458728,1.00027761436702
"mu_mu_E[1]",3.09304371384774,0.0165551689895202,0.943247838478226,1.03584848960135,2.69116785209616,3.07094831980475,3.48848184347629,5.12170220065515,3246.26822498367,0.999733619469003
"sigma_mu_E",1.15726153469115,0.0258460776491803,1.50442354920794,0.0285669607592145,0.306382637193922,0.699823349467342,1.42084343408099,5.09637926511201,3388.05893641528,0.999903955186165
"eps_mu_E[1,1]",-0.00749280021217806,0.0111830913979723,0.877565472546035,-1.72011870071003,-0.592790142674148,-0.0130722921359427,0.57171921207397,1.74824115824525,6157.93792707241,0.999711232224146
"R_G",1.32444825122679,0.000299804324932346,0.0303201607863894,1.26707341208257,1.30306998636415,1.32415508584402,1.34497434050591,1.38400267706469,10227.9174173119,0.999524894733409
"R_G_boat",4.51792795290378,0.0292090392251527,2.43980467682856,1.50879925124512,2.81591053970729,3.95366843048389,5.5874251178124,10.7003257725677,6977.1100806037,1.00006381514548
"kappa_OSP",3.1299199409498,0.0102660885098005,0.934121558375995,1.70079740163334,2.46683237958259,3.00301987644193,3.63607162099956,5.32055322332218,8279.36028673502,1.00002787877503
"sigma_r_OSP",5.24223562176999,0.668586803131121,40.7110411151676,0.0409799598830221,0.39691458114431,0.972553191729389,2.40604687087326,23.481544185052,3707.73611874717,1.00026084278218
"sigma_IE",0.195530066012948,0.00195350407549924,0.195166710891695,0.00529740896629298,0.0567878615052657,0.139049571658405,0.267553423821306,0.716352451881986,9981.20195483882,0.999553515332924
"sigma_eps_C",0.157697659385649,0.00222170342145395,0.111280220024692,0.0224676132757054,0.0857775379542709,0.133921311069949,0.201260278214721,0.438164338471581,2508.78695997443,1.00208055713549
"Lcorr_C[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"phi_C_scaled",0.396768856259378,0.00306642465030641,0.215634734766207,0.0586401834601705,0.225413993997267,0.370035163174503,0.54686201360298,0.848582697503408,4945.07454728391,0.999663572470547
"sigma_r_C",0.775189398168331,0.000393787203395519,0.0398192691532963,0.698643842615737,0.748401848954853,0.774396651297683,0.800663618259084,0.857408640895543,10225.0012831209,0.999473105025801
"eps_C[1,1]",0.460185955201522,0.0093469413825979,0.720415061411247,-0.930183530494091,-0.0096210806301633,0.444877366202014,0.917456444033643,1.90291698443607,5940.54827528989,1.00000310957066
"eps_C[2,1]",-0.373668644823791,0.00936947660227171,0.706170445222003,-1.80666024085652,-0.819366564784544,-0.367827166041224,0.0688587801305374,1.02727119509171,5680.52418045934,0.99964830356366
"eps_C[3,1]",0.300583824839759,0.00919661087524534,0.710229619592115,-1.04067227452753,-0.150688663673921,0.286334774177778,0.740128294925571,1.75859749202659,5964.05909905331,1.00064976336924
"eps_C[4,1]",-0.872408128680218,0.0100800977261109,0.738769641221487,-2.38724950902855,-1.3419625932464,-0.852986734067536,-0.404641850957957,0.596458075624124,5371.41361374483,0.999759388675282
"eps_C[5,1]",0.814461757476875,0.0095500905619339,0.782333526934631,-0.750211013855093,0.295759350532839,0.836157617874258,1.33735081360025,2.31477870873418,6710.71669705585,0.999827592004922
