"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.723472668810289,0.977491961414791,0.50040192926045,0.229230126368625,311,311
"catch",0.73438447543966,0.989084293511219,0.497843389933293,0.277388828391618,1649,1649
