"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.772727272727273,1,0.451960227272727,0.250511308192874,44,44
"catch",0.529411764705882,1,0.534338235294118,0.288377437424361,17,17
