"fit","parameter","median","mean","decoupled","decoupled_reason","status","estimate","fit_method","source"
"private_boat_all_gear_Dungeness_Kept","mu_mu_E[1]",2.88342115958664,2.82494092974221,FALSE,NA,"estimate",2.88342115958664,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","mu_mu_C[1]",0.900267072670993,0.662609668021922,FALSE,NA,"estimate",0.900267072670993,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_E",0.967693415634523,1.02507762641493,FALSE,NA,"estimate",0.967693415634523,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_C",0.396252179374103,0.417188930101616,FALSE,NA,"estimate",0.396252179374103,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_E",0.767194142056023,0.740633265789656,FALSE,NA,"estimate",0.767194142056023,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_C",-0.110054454184378,-0.079598680338146,FALSE,NA,"estimate",-0.110054454184378,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_E",1.05210794397058,1.05407203113817,FALSE,NA,"estimate",1.05210794397058,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_C",0.768189941875687,0.77008034217779,FALSE,NA,"estimate",0.768189941875687,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_E",0.9033985735202,0.911183859420005,FALSE,NA,"estimate",0.9033985735202,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_C",1.69458269543696,1.7203257493058,FALSE,NA,"estimate",1.69458269543696,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_E",0.750282860964931,1.22635521856671,FALSE,NA,"estimate",0.750282860964931,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_C",0.801591097206949,1.33157282495699,FALSE,NA,"estimate",0.801591097206949,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_IE",0.139412603774036,0.200985008948129,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G",1.21482659946184,1.27622693557162,FALSE,NA,"estimate",1.21482659946184,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G_boat",3.55033399434487,3.55176696180273,FALSE,NA,"estimate",3.55033399434487,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1",0.639571274221334,0.640631765273315,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2",0.501064135724944,0.507838520436635,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1_C",-0.180702511920998,-0.180969230581923,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2_C",-0.0474788245687222,-0.0374011864875069,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","gamma_C",-0.00190905544578293,0.00169736407486542,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","kappa_OSP",3.00818648707559,3.13283887416712,TRUE,"osp_scale_is_tau = TRUE: the OSP mean uses L, not kappa_OSP; this is the prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_OSP",0.78648524055705,0.789772288915895,FALSE,NA,"estimate",0.78648524055705,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_OSP",1.61666057045681,1.63541408810236,FALSE,NA,"estimate",1.61666057045681,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_crab[1]",0.293015170155835,0.29946578334649,FALSE,NA,"estimate",0.293015170155835,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_lower[1]",0,0,TRUE,"use_osp_crab_lower = FALSE: the OSP lower bound is off and f_lower is pinned at 0","prior only",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","mu_mu_E[1]",2.03150817100302,2.05857019314082,FALSE,NA,"estimate",2.03150817100302,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","mu_mu_C[1]",0.529268971086539,0.368844255223487,FALSE,NA,"estimate",0.529268971086539,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_eps_E",1.22209550991033,1.45687876336697,FALSE,NA,"estimate",1.22209550991033,"BSS","reconstructed"
