"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.05857019314082,-0.418813043288964,2.03150817100302,4.62697425961882,3891,1.0013
"mu_mu_C[1]",0.368844255223487,-2.43449306905147,0.529268971086539,2.40086491730807,3362,1.0019
"sigma_eps_E",1.45687876336697,0.542919511166221,1.22209550991033,3.84980918293418,3191,1.0005
"sigma_eps_C",0.634321789328883,0.0238084428796237,0.456217671482617,2.36634762025141,4118,0.9999
"phi_E",0.0943495616484146,-0.710807223381084,0.101535819669606,0.826541785944683,5175,1.0005
"phi_C",0.072550256149356,-0.743652393304853,0.0866705429424318,0.82256881194093,8014,1
"sigma_r_E",0.945030378966802,0.601327817457813,0.935438879310385,1.35131689623087,8620,0.9998
"sigma_r_C",1.11169193873925,0.668810248544178,1.08285722444121,1.7396154209748,5876,0.9999
"r_E",1.2766860759063,0.547627930495538,1.14279720492284,2.76552437642357,4642,0.9999
"r_C",0.966938044776134,0.330440676582292,0.852820449531276,2.23560034187005,6375,0.9999
"sigma_mu_E",1.18876210697372,0.0315829288661399,0.715377556841281,5.61012080391694,3667,1.0001
"sigma_mu_C",1.39793530083953,0.027680932855641,0.801082647644121,6.55922236599258,4461,1.0001
"sigma_IE",0.200322634066832,0.00569732816263096,0.137520285886129,0.724598085091014,8844,0.9995
"R_G",1.31981046833205,0.702612856511389,1.26303667037251,2.27157959330088,8812,1
"R_G_boat",2.90474792230179,2.18886399578224,2.88342300395973,3.70388294106683,8926,0.9995
"B1",1.06541441404122,0.548119370564,1.06256042964569,1.61289029337242,8527,0.9995
"B2",-0.00680208999578274,-1.99691166631631,0.0046913409708244,1.9377310902772,10035,0.9995
"B1_C",0.0613163485345475,-1.02505376575241,0.0447791125209438,1.25193117640743,8097,1.0001
"B2_C",0.00516681178347746,-1.96634502358329,-0.00291493004031578,1.96836790841176,9188,0.9998
"gamma_C",0.00761426019511673,-2.04483235946629,0.00564214214774213,2.01109558180244,10179,0.9996
"kappa_OSP",3.12608691523701,1.61203374166294,2.97523709530091,5.46623514452951,9875,0.9994
"sigma_r_OSP",0.648723594113658,0.335005177925311,0.63441754246549,1.05852080184332,5731,1.0004
"r_OSP",3.49360918996358,0.892485583398411,2.48456082834518,8.91039510557512,1175,1.0026
"f_crab[1]",0.299700924089522,0.12497613517801,0.292351625265051,0.514279197868994,10693,0.9997
"f_lower[1]",0,0,0,0,NA,NA
