"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27694,40187,33989,48369
"Dungeness_Kept","Expected_Catch",45112,66237,50037,91210
"Dungeness_Kept","Predictive_Catch",NA,66244,50082,91214
