"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",26614,33739,29897,38678
"Dungeness_Kept","Expected_Catch",44810,52131,43865,65016
"Dungeness_Kept","Predictive_Catch",NA,52143,43835,65013
