"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.318), 0.300)",1.37912974278033,0.423224974527781,1.32433136757539,0.0305413722023336,1.32426901011862,1.26457661654056,1.38579920117789,0.928,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0893463301227823,0.420446520151469,0.0994422268481031,-0.714961319033755,0.82923516016311,0.06,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.226641428700139,0.428352907683929,-0.279544488324463,-0.879209546118086,0.680800743400471,0.042,TRUE
"B1","normal(0, 1.0)",0,1,0.473365881396054,0.171957893395746,0.473900098105658,0.13243574913928,0.812371915140907,0.828,FALSE
"B2","normal(0, 1.0)",0,1,0.0549753907756723,0.537738762830699,0.0401849514703479,-0.951372941460358,1.18844672761995,0.462,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.0962035932399,0.968065934500942,3.07461971959255,1.01967839128729,5.24246682525659,0.516,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.174033917611533,0.923643652577337,0.310052125884677,-2.13490220288898,1.95001890536397,0.538,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.226486415173574,0.174676779690402,0.190956030225063,0.00955168987230895,0.662450423021901,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.143938130863664,0.0972135181575843,0.123068085643359,0.0240094800612948,0.391411663519853,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.561204749174676,0.0650794646541054,0.556444850325772,0.447379345914455,0.698632776264481,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.772584001977835,0.0387571434185877,0.77155889580024,0.696686618579284,0.85061861164687,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.15345223238829,1.44422940584656,0.711276187814422,0.0317061562014389,5.0707865666574,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.07326273860447,1.16748430756627,0.703620619717001,0.0249965343171408,4.49437793000879,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.200186549462701,0.0850750617363771,-0.20063835789215,-0.367059315078638,-0.0329623150137483,0.915,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.56553557008869,2.45586225026326,4.03370799275595,1.45572299507333,10.8422881171797,-0.017,TRUE
