"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.510841346153846,0.263930941227754,52,52
"catch",0.572567783094099,0.987240829346092,0.50819976076555,0.295829684015703,627,627
