"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.187640029307,23.8569623828838,12.4388272277296,0,-548.75
"catch",131,-452.080404607972,9.73296239927261,10.7699635924749,1,-441.31
