"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.765273311897106,0.980707395498392,0.49899115755627,0.221607971122673,311,311
"catch",0.742874469375379,0.988477865372953,0.498887962401455,0.277191462467769,1649,1649
