"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.745774666644,6.2788731845215,5.94781027414,0,-217.8
"catch",628,-1439.54527559599,21.8420999855689,8.2271846511124,0,-1431.32
