"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",2,"2024-09-17",30,30.671,0.5594,0.00045,0.00122,TRUE,TRUE
"gear",3,"2024-09-18",29,30.671,0.5357,0.00045,0.00122,TRUE,TRUE
"gear",4,"2024-09-19",55,30.671,0.9089,0.00045,0.00122,FALSE,TRUE
"gear",5,"2024-09-20",29,30.671,0.5357,0.00045,0.00122,TRUE,TRUE
"gear",6,"2024-09-21",48,63.377,0.3921,7e-05,0.00019,TRUE,TRUE
"gear",9,"2024-09-24",50,30.671,0.8717,0.00045,0.00122,FALSE,TRUE
"gear",10,"2024-09-25",13,30.671,0.1296,0.00045,0.00122,FALSE,TRUE
"gear",12,"2024-09-27",34,30.671,0.6468,0.00045,0.00122,TRUE,TRUE
"gear",13,"2024-09-28",79,63.377,0.7301,7e-05,0.00019,TRUE,TRUE
"gear",16,"2024-10-01",30,29.272,0.5918,5e-04,0.00137,TRUE,TRUE
"gear",18,"2024-10-03",45,29.272,0.8444,5e-04,0.00137,FALSE,TRUE
"gear",19,"2024-10-04",29,29.272,0.5681,5e-04,0.00137,TRUE,TRUE
"gear",20,"2024-10-05",72,60.354,0.701,8e-05,0.00021,TRUE,TRUE
"gear",23,"2024-10-08",30,29.272,0.5918,5e-04,0.00137,TRUE,TRUE
"gear",24,"2024-10-09",29,29.272,0.5681,5e-04,0.00137,TRUE,TRUE
"gear",26,"2024-10-11",14,29.272,0.1666,5e-04,0.00137,FALSE,TRUE
"gear",27,"2024-10-12",62,60.354,0.5984,8e-05,0.00021,TRUE,TRUE
"gear",28,"2024-10-13",64,60.354,0.6207,8e-05,0.00021,TRUE,TRUE
"gear",30,"2024-10-15",27,27.649,0.5568,0.00056,0.00155,TRUE,TRUE
"gear",31,"2024-10-16",37,27.649,0.7688,0.00056,0.00155,FALSE,TRUE
"gear",32,"2024-10-17",43,27.649,0.8504,0.00056,0.00155,FALSE,TRUE
"gear",33,"2024-10-18",39,27.649,0.7994,0.00056,0.00155,FALSE,TRUE
"gear",34,"2024-10-19",62,57.048,0.6372,9e-05,0.00023,TRUE,TRUE
"gear",36,"2024-10-21",29,27.649,0.6071,0.00056,0.00155,TRUE,TRUE
"gear",37,"2024-10-22",25,27.649,0.5031,0.00056,0.00155,TRUE,TRUE
"gear",38,"2024-10-23",35,27.649,0.7343,0.00056,0.00155,TRUE,TRUE
"gear",39,"2024-10-24",24,27.649,0.4751,0.00056,0.00155,TRUE,TRUE
"gear",40,"2024-10-25",10,27.649,0.0923,0.00056,0.00155,FALSE,TRUE
"gear",41,"2024-10-26",36,57.048,0.282,9e-05,0.00023,TRUE,TRUE
