"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.273), 0.300)",1.33190080292679,0.408731438316899,1.28030230379747,0.0186996917401817,1.28017856849262,1.24404031552805,1.31753814701513,0.954,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.66000121577838,0.147041545274145,0.673877552840129,0.331938728368224,0.909241701738745,0.671,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.661816290413375,0.152227679275393,0.67563145016432,0.328861479325968,0.912772969784563,0.66,FALSE
"B1","normal(0, 1.0)",0,1,1.00513433187143,0.0639610703238986,1.00451697217113,0.879730794919352,1.1310589930086,0.936,FALSE
"B2","normal(0, 1.0)",0,1,0.0711227782043297,0.178068364977171,0.0702562528891586,-0.273384472606335,0.42384125585145,0.822,FALSE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.13359459603058,0.915937953024962,3.13730056693277,1.13244196045963,5.19229449924379,0.542,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,-0.0152044149649049,0.936027041896113,0.09188930214625,-2.33736823271957,1.802239475976,0.532,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.322019097821394,0.0651874027531372,0.317338386380009,0.207563377928634,0.459826748664549,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.289303891025194,0.0582271160146329,0.285552620697554,0.186441291429362,0.414569762031081,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.432496563264816,0.0223954284941869,0.43178860871896,0.390602954942189,0.478562656092893,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.792331195090631,0.0500246553292413,0.789591153931653,0.700438216836107,0.895593287664681,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.09847733407499,1.38337345699839,0.6965042521322,0.0279644809368612,4.71431125037119,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.13169266733469,1.45825379138635,0.713211556833891,0.0326135982876423,4.89240615950356,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.361284334654046,0.0719487107716921,-0.362041860641053,-0.500247396546653,-0.220767039198586,0.928,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.52785146247376,2.43880306041226,3.96166382327927,1.50895491984126,10.6995006169811,-0.01,TRUE
"tau_bar[1]","lognormal(log(2.477), 0.100)",2.48956675138938,0.249580365423244,2.40371441002945,0.227018325579107,2.39244591754526,1.99296097547626,2.86739963494824,0.09,TRUE
