"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-12-01","2024-12-01",1,-0.13105032795852,-0.730196261253592,0.483215992274794,0.417997644995593,-0.0394516338119924,0.882931338082727
2,"2024-12-02","2024-12-08",7,-0.285300979690699,-0.75544853675106,0.17801846374527,0.364016093030403,-0.069642671283783,0.75731614197907
3,"2024-12-09","2024-12-15",7,-0.315448592077232,-0.775011631790748,0.15662977600622,0.408559822502211,-0.0228548520063822,0.81288553725685
4,"2024-12-16","2024-12-22",7,-0.378444002364845,-0.900760616168236,0.159012677378037,0.323914767976755,-0.137991302340207,0.771300181207477
5,"2024-12-23","2024-12-29",7,0.0111861894224361,-0.469738656703222,0.500606505017019,0.15223803324572,-0.275420565961895,0.570953354916105
6,"2024-12-30","2024-12-31",2,0.0402892964945945,-0.562691894476861,0.654938347861617,0.41237123630367,-0.123140375889803,0.91584615393388
7,"2025-01-01","2025-01-05",5,0.00991503433162266,-0.495440562906126,0.519244480996592,0.00464182352027073,-0.474662722847558,0.448265767300491
8,"2025-01-06","2025-01-12",7,0.102008252209566,-0.376101940371409,0.595374507010797,-0.445421327742142,-0.898637530134216,-0.0359427117716557
9,"2025-01-13","2025-01-19",7,-0.00828703221744231,-0.502103886555781,0.48906974862819,-0.331128142094196,-0.826824350281415,0.0925625875356448
10,"2025-01-20","2025-01-26",7,-0.577874915395499,-1.08214449496359,-0.0591969887009573,-0.501742177186247,-1.02216105792379,-0.0380706826276085
11,"2025-01-27","2025-02-02",7,-0.412004504397015,-0.931446736328142,0.0903829696411772,-0.498197500042935,-1.01181649683265,-0.0246326341803213
12,"2025-02-03","2025-02-09",7,-0.68664895493141,-1.24922974949004,-0.158520931127435,-0.584959435477362,-1.14305849485324,-0.0938885782060384
13,"2025-02-10","2025-02-16",7,-0.446242927725575,-0.954927453384967,0.0558477799887053,-0.665018490308514,-1.23363755186494,-0.159933957288287
14,"2025-02-17","2025-02-23",7,-0.429616984813838,-0.940971841782409,0.0777363005253518,-0.550401936755006,-1.1254389574663,-0.035007832058983
15,"2025-02-24","2025-03-02",7,-0.225781119999291,-0.72038458422477,0.268249801246011,-0.425857770140623,-0.889536113069224,-0.0362169176585532
16,"2025-03-03","2025-03-09",7,-0.734046136195378,-1.16126671936813,-0.305441933235154,-0.520407641800423,-1.03799374608281,-0.0616572252356634
17,"2025-03-10","2025-03-16",7,-0.701687307571365,-1.12911846695697,-0.268344334522802,-0.354166672969467,-0.87545257988209,0.101525166716853
18,"2025-03-17","2025-03-23",7,-0.692170638138145,-1.11804593776447,-0.255907952243112,-0.369467514111601,-0.877567576164868,0.0943798485285458
19,"2025-03-24","2025-03-30",7,-0.0309592595038582,-0.456660809035795,0.386636699901956,-0.173188843856206,-0.668722558107763,0.247174596788989
20,"2025-03-31","2025-04-06",7,0.247574643669639,-0.173786863400243,0.655799917920985,-0.522516357701714,-0.987912691876477,-0.079339893674989
21,"2025-04-07","2025-04-13",7,0.223640165575302,-0.230635160455139,0.685455477166387,-0.231943898156379,-0.749381577989127,0.236258783536573
22,"2025-04-14","2025-04-20",7,0.209539181245282,-0.259365724194954,0.70524450845512,0.0854886747199084,-0.363256223496071,0.482925297906284
23,"2025-04-21","2025-04-27",7,-0.0282775946348169,-0.4721835030239,0.433455684279773,0.171159639755781,-0.314008544715864,0.610561808311181
24,"2025-04-28","2025-05-04",7,0.204708913953733,-0.201981626315414,0.623305908100498,-0.257773503210379,-0.690732870607591,0.144900749955334
25,"2025-05-05","2025-05-11",7,-0.405736652261695,-1.0599756696926,0.200288249051528,0.133678406196527,-0.424829341457107,0.687868406202671
26,"2025-05-12","2025-05-18",7,0.0238791727540562,-0.397460977971474,0.4420283586036,0.293047103753019,-0.15310277889692,0.684563526864996
27,"2025-05-19","2025-05-25",7,0.0993200483819041,-0.339348481065297,0.521634660253034,0.143057940573522,-0.319351642979703,0.563180472675045
28,"2025-05-26","2025-06-01",7,-0.0179874038395661,-0.70300051414453,0.658895195363469,0.0333761803390131,-0.601621729809627,0.647761126196397
29,"2025-06-02","2025-06-08",7,-0.145355300816495,-0.566056125043688,0.296596514801874,-0.0507465431599032,-0.532724533140485,0.38172027423696
30,"2025-06-09","2025-06-15",7,0.052323163815275,-0.606756937640045,0.716629113045504,0.106062506633559,-0.526275797379364,0.723091755384566
