"fit","attempt","n_attempts_planned","ar_resolution","P_n","escalation_enabled","divergences","divergence_fraction","impact_C_sd","pass_convergence","catch_median","catch_lo95","catch_hi95","pi_width","pi_width_rel","effort_median","p_loo","p_loo_frac","n_pareto_bad","cov50_gear","cov50_catch","pit_mean_catch","selected"
"shore_ring_net_only_Dungeness_Kept",1,1,"biweekly",6,FALSE,76,0.0127,0,TRUE,8962.69152405298,6857.96485232497,11769.1473856899,4911.18253336489,0.547958447547242,7086.48937162625,NA,NA,NA,NA,NA,NA,TRUE
"shore_all_gear_Dungeness_Kept",1,1,"weekly",44,FALSE,178,0.0178,1e-04,TRUE,29209.6303412802,23624.4389002919,36337.0897136077,12712.6508133158,0.435221215221948,34836.9356599832,NA,NA,NA,NA,NA,NA,TRUE
"private_boat_ring_net_only_Dungeness_Kept",1,1,"monthly",3,FALSE,30,0.005,2e-04,TRUE,1372.14518993991,522.061567234302,5268.58579628728,4746.52422905298,3.45919969974959,540.821892420277,NA,NA,NA,NA,NA,NA,TRUE
"private_boat_all_gear_Dungeness_Kept",1,1,"monthly",10,FALSE,76,0.0076,3e-04,TRUE,45604.4008962961,30560.7582087714,68866.7241159766,38305.9659072051,0.839962046520741,15575.6525215883,NA,NA,NA,NA,NA,NA,TRUE
