"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,2,"2024-09-17",30,-3.7515,0.1235,0.009,-3.7668
"gear",2,3,"2024-09-18",29,-3.7224,0.1253,0.097,-3.7381
"gear",3,4,"2024-09-19",55,-5.0573,0.4108,0.22,-5.2271
"gear",4,5,"2024-09-20",29,-3.7224,0.1253,0.097,-3.7381
"gear",5,6,"2024-09-21",48,-4.3168,0.2037,0.264,-4.3587
"gear",6,9,"2024-09-24",50,-4.7389,0.3258,0.164,-4.8456
"gear",7,10,"2024-09-25",13,-3.8763,0.3323,0.212,-3.9888
"gear",8,12,"2024-09-27",34,-3.8939,0.132,0.051,-3.9113
"gear",9,13,"2024-09-28",79,-4.8282,0.2434,0.238,-4.8883
"gear",10,16,"2024-10-01",30,-3.7514,0.1238,0.072,-3.7667
"gear",11,18,"2024-10-03",45,-4.513,0.2758,0.178,-4.5898
"gear",12,19,"2024-10-04",29,-3.7173,0.123,0.151,-3.7325
"gear",13,20,"2024-10-05",72,-4.6859,0.2028,0.132,-4.7275
"gear",14,23,"2024-10-08",30,-3.7514,0.1238,0.072,-3.7667
"gear",15,24,"2024-10-09",29,-3.7173,0.123,0.151,-3.7325
"gear",16,26,"2024-10-11",14,-3.7363,0.2782,0.242,-3.8149
"gear",17,27,"2024-10-12",62,-4.4686,0.1489,0.221,-4.4908
"gear",18,28,"2024-10-13",64,-4.5075,0.1559,0.222,-4.5319
"gear",19,30,"2024-10-15",27,-3.6433,0.1189,0.136,-3.6574
"gear",20,31,"2024-10-16",37,-4.1141,0.1802,0.163,-4.1467
"gear",21,32,"2024-10-17",43,-4.4908,0.2594,0.137,-4.5588
"gear",22,33,"2024-10-18",39,-4.2337,0.204,0.133,-4.2756
"gear",23,34,"2024-10-19",62,-4.4852,0.1644,0.081,-4.5124
"gear",24,36,"2024-10-21",29,-3.7163,0.1219,-0.039,-3.7312
"gear",25,37,"2024-10-22",25,-3.5841,0.1208,0.161,-3.5987
"gear",26,38,"2024-10-23",35,-4.0015,0.1595,0.102,-4.027
"gear",27,39,"2024-10-24",24,-3.5604,0.1234,0.152,-3.5756
"gear",28,40,"2024-10-25",10,-3.9301,0.3226,0.269,-4.035
"gear",29,41,"2024-10-26",36,-4.2164,0.2363,0.112,-4.2726
"gear",30,42,"2024-10-27",18,-4.7965,0.5126,0.13,-5.063
"gear",31,45,"2024-10-30",18,-3.443,0.1663,0.129,-3.4707
"gear",32,46,"2024-10-31",12,-3.6055,0.2719,0.257,-3.6796
"gear",33,47,"2024-11-01",33,-3.9764,0.209,0.348,-4.0209
"gear",34,48,"2024-11-02",79,-5.0769,0.4655,0.449,-5.3127
"gear",35,51,"2024-11-05",8,-3.9874,0.3976,0.212,-4.1463
"gear",36,52,"2024-11-06",17,-3.447,0.1797,0.143,-3.4793
"gear",37,53,"2024-11-07",25,-3.5833,0.1228,0.182,-3.5984
"gear",38,54,"2024-11-08",36,-4.1632,0.2636,0.402,-4.2351
"gear",39,55,"2024-11-09",22,-4.3898,0.4323,0.147,-4.578
"gear",40,59,"2024-11-13",25,-3.5868,0.1271,0.252,-3.603
"gear",41,60,"2024-11-14",43,-4.7076,0.4531,0.244,-4.924
"gear",42,61,"2024-11-15",46,-4.9412,0.529,0.345,-5.24
"gear",43,62,"2024-11-16",57,-4.4331,0.2148,0.405,-4.4806
"gear",44,65,"2024-11-19",13,-3.5126,0.2484,0.145,-3.5744
"gear",45,66,"2024-11-20",0,-7.2303,1.1617,0.272,-8.5755
"gear",46,67,"2024-11-21",15,-3.4478,0.21,0.126,-3.492
"gear",47,68,"2024-11-22",6,-4.262,0.4893,0.182,-4.5024
"gear",48,69,"2024-11-23",23,-4.3039,0.4073,0.2,-4.4711
"gear",49,72,"2024-11-26",26,-3.6822,0.2036,0.269,-3.7251
"gear",50,73,"2024-11-27",33,-3.882,0.1585,0.332,-3.9074
"gear",51,75,"2024-11-29",51,-4.5221,0.5715,0.607,-4.9234
"gear",52,76,"2024-11-30",123,-6.0849,0.7784,0.568,-6.7358
