"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",56793,58557,50384,68124
"Dungeness_Kept","Expected_Catch",85076,94376,77566,118602
"Dungeness_Kept","Predictive_Catch",NA,94386,77519,118776
