"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-558.710401599394,24.1994601231112,8.41329250336933,0,-550.3
"catch",130,-446.886154971825,9.91217984708866,9.63317850387854,0,-437.25
