"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.2403718208389,0.937134677453201
2,"2024-12-02","2024-12-08",7,5,6,0.714,0.857,5,50,1,TRUE,0.956477452885455,0.857067759521547
3,"2024-12-09","2024-12-15",7,6,6,0.857,0.857,6,52,0,TRUE,0.943103899017698,0.87049635631185
4,"2024-12-16","2024-12-22",7,4,4,0.571,0.571,4,25,0,TRUE,1.02660100515209,0.926834642448648
5,"2024-12-23","2024-12-29",7,5,5,0.714,0.714,5,51,0,TRUE,0.963580944317777,0.866884217115825
6,"2024-12-30","2024-12-31",2,1,1,0.5,0.5,1,39,0,TRUE,1.20412538213751,0.931673338915326
7,"2025-01-01","2025-01-05",5,4,4,0.8,0.8,4,44,0,TRUE,1.02506611876675,0.921775511329478
8,"2025-01-06","2025-01-12",7,5,5,0.714,0.714,5,81,0,TRUE,0.946392743269058,0.881761345203293
9,"2025-01-13","2025-01-19",7,4,4,0.571,0.571,4,45,0,TRUE,0.98740232152201,0.923397686639232
10,"2025-01-20","2025-01-26",7,5,4,0.714,0.571,5,31,1,TRUE,1.00369656237844,0.999240050555277
11,"2025-01-27","2025-02-02",7,4,4,0.571,0.571,4,27,0,TRUE,1.01438400972429,0.969995207272836
12,"2025-02-03","2025-02-09",7,4,4,0.571,0.571,4,29,0,TRUE,1.06490095032644,1.02396342104086
13,"2025-02-10","2025-02-16",7,4,4,0.571,0.571,4,22,0,TRUE,1.02017016691479,1.08889434142028
14,"2025-02-17","2025-02-23",7,4,4,0.571,0.571,4,17,0,TRUE,1.03528869423008,1.09968328791702
15,"2025-02-24","2025-03-02",7,5,5,0.714,0.714,5,80,1,TRUE,0.997828472174898,0.858191864821886
16,"2025-03-03","2025-03-09",7,5,5,0.714,0.714,15,26,0,TRUE,0.848176502535741,0.97093969859686
17,"2025-03-10","2025-03-16",7,4,4,0.571,0.571,12,28,0,TRUE,0.864363547111881,1.00819781790711
18,"2025-03-17","2025-03-23",7,5,5,0.714,0.714,15,29,0,TRUE,0.845644667292433,0.975314919336507
19,"2025-03-24","2025-03-30",7,4,4,0.571,0.571,12,44,0,TRUE,0.854590709257718,0.92511663082589
20,"2025-03-31","2025-04-06",7,5,5,0.714,0.714,15,58,0,TRUE,0.843144681991733,0.945967859619472
21,"2025-04-07","2025-04-13",7,2,2,0.286,0.286,6,21,0,TRUE,0.930099260984061,0.999423968612796
22,"2025-04-14","2025-04-20",7,2,2,0.286,0.286,4,74,0,TRUE,0.97783120125303,0.88172499079067
23,"2025-04-21","2025-04-27",7,3,3,0.429,0.429,9,24,0,TRUE,0.91590287561768,0.956025395486663
24,"2025-04-28","2025-05-04",7,6,6,0.857,0.857,18,82,0,TRUE,0.805390173994111,0.856557969813705
25,"2025-05-05","2025-05-11",7,1,1,0.143,0.143,3,4,0,TRUE,1.2828971474167,1.09546983708725
26,"2025-05-12","2025-05-18",7,5,5,0.714,0.714,15,58,0,TRUE,0.826333548036534,0.87349853898378
27,"2025-05-19","2025-05-25",7,4,4,0.571,0.571,12,54,0,TRUE,0.865813888083895,0.894482875947952
28,"2025-05-26","2025-06-01",7,0,0,0,0,0,0,0,FALSE,1.34180344688677,1.22146097015002
29,"2025-06-02","2025-06-08",7,4,4,0.571,0.571,12,47,0,TRUE,0.866879028432047,0.934331755726656
30,"2025-06-09","2025-06-15",7,0,0,0,0,0,0,0,FALSE,1.33112871690356,1.25789737020009
31,"2025-06-16","2025-06-22",7,2,2,0.286,0.286,6,28,0,TRUE,0.95751202195583,0.951494150215937
32,"2025-06-23","2025-06-29",7,0,0,0,0,0,0,0,FALSE,1.3781548205774,1.25025173472035
33,"2025-06-30","2025-07-06",7,2,2,0.286,0.286,6,27,0,TRUE,0.929582078773882,1.01884489775781
34,"2025-07-07","2025-07-13",7,0,0,0,0,0,0,0,FALSE,1.37595002057545,1.24120151959419
35,"2025-07-14","2025-07-20",7,3,3,0.429,0.429,9,31,0,TRUE,0.885202068952882,0.919868896465745
36,"2025-07-21","2025-07-27",7,1,1,0.143,0.143,3,8,0,TRUE,1.00805022000939,1.07463935501422
37,"2025-07-28","2025-08-03",7,5,5,0.714,0.714,15,70,0,TRUE,0.823792304563985,0.869287666756714
38,"2025-08-04","2025-08-10",7,2,2,0.286,0.286,6,32,0,TRUE,0.920081956155357,0.896976155657578
39,"2025-08-11","2025-08-17",7,4,4,0.571,0.571,12,57,0,TRUE,0.826622686659641,0.910438929773212
40,"2025-08-18","2025-08-24",7,2,2,0.286,0.286,6,31,0,TRUE,0.942618014341973,0.947947607959728
41,"2025-08-25","2025-08-31",7,4,4,0.571,0.571,12,79,1,TRUE,0.835585978385556,0.865531700874359
42,"2025-09-01","2025-09-07",7,4,4,0.571,0.571,12,59,0,TRUE,0.853778000379428,0.860120354890288
43,"2025-09-08","2025-09-14",7,5,5,0.714,0.714,15,56,0,TRUE,0.823918955533464,0.852105833610039
44,"2025-09-15","2025-09-15",1,0,0,0,0,0,0,0,FALSE,1.44842178501565,1.28596127515707
