"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"catch",1,2,"2024-12-02",6,-2.7116,0.0796,0.14,-2.718
"catch",2,3,"2024-12-03",11,-3.2954,0.0902,0.077,-3.3036
"catch",3,3,"2024-12-03",18,-3.7394,0.0898,0.124,-3.7475
"catch",4,3,"2024-12-03",12,-3.3524,0.087,0.125,-3.36
"catch",5,3,"2024-12-03",30,-5.1614,0.3483,0.147,-5.2839
"catch",6,4,"2024-12-04",18,-3.7394,0.0898,0.124,-3.7475
"catch",7,4,"2024-12-04",18,-3.7144,0.0856,0.033,-3.7217
"catch",8,4,"2024-12-04",24,-3.9982,0.0888,0.036,-4.006
"catch",9,4,"2024-12-04",18,-3.7394,0.0898,0.124,-3.7475
"catch",10,4,"2024-12-04",18,-3.7144,0.0856,0.033,-3.7217
"catch",11,4,"2024-12-04",12,-3.3524,0.087,0.125,-3.36
"catch",12,4,"2024-12-04",6,-2.7116,0.0796,0.14,-2.718
"catch",13,5,"2024-12-05",0,-4.0369,0.5061,0.131,-4.2947
"catch",14,5,"2024-12-05",12,-3.3524,0.087,0.125,-3.36
"catch",15,5,"2024-12-05",18,-3.7394,0.0898,0.124,-3.7475
"catch",16,6,"2024-12-06",24,-4.0488,0.1029,0.04,-4.0594
"catch",17,6,"2024-12-06",11,-3.2954,0.0902,0.077,-3.3036
"catch",18,6,"2024-12-06",18,-3.7394,0.0898,0.124,-3.7475
"catch",19,6,"2024-12-06",18,-4.4165,0.2722,0.127,-4.491
"catch",20,7,"2024-12-07",24,-4.3327,0.2715,0.229,-4.4077
"catch",21,10,"2024-12-10",1,-2.4787,0.2734,0.189,-2.5544
"catch",22,11,"2024-12-11",12,-3.4905,0.1667,0.345,-3.5185
"catch",23,12,"2024-12-12",24,-4.0094,0.0966,0.347,-4.0188
"catch",24,12,"2024-12-12",18,-4.3392,0.3573,0.398,-4.4703
"catch",25,13,"2024-12-13",9,-3.0909,0.0974,0.367,-3.1004
"catch",26,18,"2024-12-18",0,-3.4495,0.4833,0.324,-3.6869
"catch",27,18,"2024-12-18",18,-3.7494,0.1032,0.211,-3.7601
"catch",28,18,"2024-12-18",12,-3.3621,0.1002,0.204,-3.3721
"catch",29,20,"2024-12-20",24,-4.2293,0.2408,0.368,-4.2896
"catch",30,21,"2024-12-21",24,-4.3657,0.3435,0.457,-4.4914
"catch",31,22,"2024-12-22",5,-2.5724,0.0983,0.092,-2.5821
"catch",32,27,"2024-12-27",12,-3.4314,0.1461,0.074,-3.4529
"catch",33,28,"2024-12-28",18,-3.7415,0.0995,0.201,-3.7514
"catch",34,28,"2024-12-28",24,-5.1825,0.6354,0.184,-5.588
"catch",35,28,"2024-12-28",12,-3.5745,0.1837,0.122,-3.6086
"catch",36,28,"2024-12-28",20,-3.8961,0.1417,0.126,-3.9162
"catch",37,28,"2024-12-28",40,-5.3455,0.5277,0.184,-5.6259
"catch",38,31,"2024-12-31",24,-4.0325,0.1238,0.32,-4.0481
"catch",39,31,"2024-12-31",16,-3.6821,0.1599,0.348,-3.7083
"catch",40,31,"2024-12-31",18,-3.8529,0.2081,0.375,-3.8978
"catch",41,31,"2024-12-31",0,-2.8927,0.4347,0.345,-3.0841
"catch",42,32,"2025-01-01",24,-4.035,0.1146,0.169,-4.0482
"catch",43,33,"2025-01-02",24,-5.0107,0.5442,0.487,-5.3103
"catch",44,33,"2025-01-02",12,-3.409,0.1306,0.124,-3.4262
"catch",45,34,"2025-01-03",48,-4.9052,0.226,0.383,-4.9565
"catch",46,38,"2025-01-07",10,-3.1699,0.0883,0.311,-3.1777
"catch",47,38,"2025-01-07",12,-3.3466,0.0904,0.142,-3.3548
"catch",48,38,"2025-01-07",0,-2.5048,0.3224,0.088,-2.6093
"catch",49,39,"2025-01-08",12,-3.3466,0.0904,0.142,-3.3548
"catch",50,39,"2025-01-08",18,-3.7336,0.0935,0.162,-3.7423
"catch",51,39,"2025-01-08",6,-2.7061,0.0824,0.12,-2.7129
"catch",52,39,"2025-01-08",24,-4.1138,0.1699,0.294,-4.1433
"catch",53,45,"2025-01-14",6,-3.0234,0.1548,0.146,-3.0474
"catch",54,45,"2025-01-14",24,-4.0047,0.0944,0.285,-4.0136
"catch",55,45,"2025-01-14",9,-3.1257,0.1188,0.162,-3.14
"catch",56,48,"2025-01-17",6,-3.0234,0.1548,0.146,-3.0474
"catch",57,48,"2025-01-17",24,-4.0047,0.0944,0.285,-4.0136
"catch",58,49,"2025-01-18",6,-2.7067,0.0857,0.141,-2.7141
"catch",59,49,"2025-01-18",8,-3.0497,0.1242,0.139,-3.0652
"catch",60,49,"2025-01-18",14,-3.6492,0.2009,0.174,-3.6903
"catch",61,49,"2025-01-18",14,-3.5247,0.1101,0.174,-3.5368
"catch",62,52,"2025-01-21",30,-6.0659,0.7779,0.415,-6.7065
"catch",63,54,"2025-01-23",12,-3.3756,0.1069,0.213,-3.387
"catch",64,55,"2025-01-24",6,-2.7331,0.0988,0.218,-2.7429
"catch",65,56,"2025-01-25",2,-3.0096,0.3279,0.282,-3.1187
"catch",66,56,"2025-01-25",24,-4.0197,0.1045,0.306,-4.0307
"catch",67,60,"2025-01-29",30,-4.6521,0.308,0.243,-4.7492
"catch",68,60,"2025-01-29",6,-2.7254,0.0941,0.171,-2.7342
"catch",69,60,"2025-01-29",6,-3.0921,0.1837,0.17,-3.1261
"catch",70,60,"2025-01-29",0,-2.626,0.3774,0.23,-2.7705
"catch",71,60,"2025-01-29",48,-5.533,0.4826,0.31,-5.777
"catch",72,76,"2025-02-14",6,-2.722,0.1054,0.4,-2.7333
"catch",73,77,"2025-02-15",14,-3.5381,0.132,0.453,-3.5557
"catch",74,88,"2025-02-26",0,-2.6671,0.477,0.105,-2.8974
"catch",75,91,"2025-03-01",1,-1.9875,0.325,0.111,-2.093
"catch",76,91,"2025-03-01",1,-1.9875,0.325,0.111,-2.093
"catch",77,115,"2025-03-25",18,-4.3522,0.4538,0.377,-4.5718
"catch",78,115,"2025-03-25",9,-3.1095,0.1178,0.221,-3.1235
"catch",79,125,"2025-04-04",6,-2.925,0.1736,0.204,-2.9551
"catch",80,125,"2025-04-04",6,-2.7249,0.1152,0.206,-2.7384
"catch",81,126,"2025-04-05",3,-2.2427,0.149,0.097,-2.2649
"catch",82,126,"2025-04-05",5,-3.088,0.2709,0.101,-3.1613
"catch",83,126,"2025-04-05",8,-3.095,0.1593,0.078,-3.1204
"catch",84,136,"2025-04-15",1,-2.8956,0.4082,0.336,-3.0645
"catch",85,140,"2025-04-19",5,-2.9438,0.2717,0.122,-3.0176
"catch",86,144,"2025-04-23",6,-2.7259,0.1272,0.648,-2.7435
"catch",87,144,"2025-04-23",0,-2.4007,0.3866,0.275,-2.5526
"catch",88,151,"2025-04-30",3,-2.4541,0.1823,0.181,-2.4877
"catch",89,152,"2025-05-01",12,-3.3707,0.1079,0.209,-3.3824
"catch",90,152,"2025-05-01",6,-2.8539,0.1631,0.223,-2.8807
"catch",91,153,"2025-05-02",7,-2.8468,0.089,0.229,-2.8547
"catch",92,155,"2025-05-04",16,-4.288,0.4855,0.46,-4.5407
"catch",93,164,"2025-05-13",14,-4.8531,0.6561,0.279,-5.2994
"catch",94,164,"2025-05-13",5,-3.3435,0.2934,0.199,-3.4318
"catch",95,167,"2025-05-16",36,-4.5578,0.1977,0.239,-4.5975
"catch",96,168,"2025-05-17",7,-2.862,0.1038,0.194,-2.8728
"catch",97,172,"2025-05-21",2,-2.2195,0.2292,0.121,-2.2722
"catch",98,174,"2025-05-23",0,-2.3084,0.4045,0.267,-2.4744
"catch",99,189,"2025-06-07",2,-2.7323,0.3684,0.341,-2.8694
"catch",100,202,"2025-06-20",22,-4.5046,0.5494,0.751,-4.9073
"catch",101,202,"2025-06-20",3,-3.3572,0.3278,0.296,-3.4663
"catch",102,203,"2025-06-21",1,-2.559,0.3537,0.375,-2.6858
"catch",103,217,"2025-07-05",11,-3.2952,0.1378,0.496,-3.315
"catch",104,234,"2025-07-22",6,-2.7125,0.0907,0.32,-2.7207
"catch",105,234,"2025-07-22",12,-3.658,0.3332,0.482,-3.7803
"catch",106,234,"2025-07-22",3,-2.6477,0.2125,0.17,-2.6931
"catch",107,234,"2025-07-22",0,-3.2954,0.4397,0.197,-3.4904
"catch",108,242,"2025-07-30",0,-3.9177,0.5247,0.293,-4.1976
"catch",109,244,"2025-08-01",12,-3.5888,0.227,0.099,-3.6414
"catch",110,244,"2025-08-01",5,-2.5862,0.0976,0.143,-2.5958
"catch",111,244,"2025-08-01",12,-3.3502,0.0925,0.179,-3.3587
"catch",112,244,"2025-08-01",13,-3.7464,0.2648,0.122,-3.8183
"catch",113,245,"2025-08-02",9,-3.1252,0.1171,0.176,-3.1389
"catch",114,248,"2025-08-05",9,-3.1252,0.1236,0.097,-3.1406
"catch",115,249,"2025-08-06",4,-2.9956,0.218,0.22,-3.0436
"catch",116,249,"2025-08-06",13,-3.4216,0.0937,0.087,-3.4304
"catch",117,249,"2025-08-06",17,-4.3592,0.425,0.42,-4.5485
"catch",118,249,"2025-08-06",0,-1.7704,0.261,0.238,-1.8391
"catch",119,262,"2025-08-19",12,-3.5599,0.2708,0.502,-3.6396
"catch",120,269,"2025-08-26",8,-2.9879,0.0994,0.243,-2.9978
"catch",121,269,"2025-08-26",6,-2.7164,0.0982,0.334,-2.7262
"catch",122,269,"2025-08-26",0,-1.6468,0.2686,0.021,-1.7193
"catch",123,271,"2025-08-28",6,-2.7164,0.0982,0.334,-2.7262
"catch",124,278,"2025-09-04",2,-2.8929,0.3819,0.315,-3.0426
"catch",125,283,"2025-09-09",9,-3.2621,0.3196,0.454,-3.3751
"catch",126,283,"2025-09-09",1,-1.6096,0.1711,0.113,-1.6388
"catch",127,284,"2025-09-10",6,-2.7335,0.1307,0.34,-2.751
"catch",128,284,"2025-09-10",2,-2.5087,0.2678,0.127,-2.5804
"catch",129,286,"2025-09-12",0,-2.2678,0.3541,0.149,-2.3934
"catch",130,287,"2025-09-13",2,-2.6491,0.3345,0.177,-2.761
