"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.32302994842075,0.031006760386648,1.32261471566726,1.26352772293015,1.38496943528695,0.926,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0856553232454415,0.422906190701953,0.100077972581837,-0.731654941772699,0.830095262526946,0.054,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.15576400198155,0.442523309403434,-0.191479171337067,-0.874489134669748,0.749286157144699,0.01,TRUE
"B1","normal(0, 1.0)",0,1,0.705944646545144,0.17235395304772,0.704593741959591,0.371637149250084,1.04903335369679,0.828,FALSE
"B2","normal(0, 1.0)",0,1,-0.0875055870751235,0.508391565832284,-0.110544269047623,-1.03375187982504,0.968010890597734,0.492,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.05711969691916,0.180093297633562,3.04893353616542,2.72411879404041,3.443617450366,0.91,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.43556518997414,0.0884568569243476,0.432393270765673,0.2745947321995,0.608828518596497,0.956,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.197320965712794,0.168714331476478,0.159117136623276,0.00810198119365717,0.610623658034676,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.113569467895931,0.088954799889125,0.0930789000002066,0.0104893960490353,0.358037173623471,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.510756942777187,0.0612893711164237,0.507593650472973,0.403052680524676,0.642303933751058,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.599450946433661,0.0454342626619708,0.597367558623585,0.515798062556023,0.694350642369808,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,9.74126115452658,133.029911903799,2.02777713715818,0.0947065039864528,41.0531758573855,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,48.9061511751031,1390.91740441512,1.93146438210644,0.0762775003229877,56.5945141814693,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.173945500061065,0.0731034008963652,-0.173908767111374,-0.317345585315688,-0.030976471434414,0.927,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.53598483350125,2.41188383898336,3.99277195313664,1.52740283294275,10.5651962613488,0.002,TRUE
"tau_bar[1]","lognormal(log(2.477), 0.100)",2.48956675138938,0.249580365423244,2.49514480837907,0.248480952010943,2.48408888276996,2.0324888072707,3.01359391168339,0.004,TRUE
