"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_eps_C",0.27625988398449,0.215539280261017,-1.04162620650351,0.0423303419929371,0.0159100227809287
"phi_E",0.66847693122253,0.858290276291949,0.728600758647805,0.0423303419929371,0.0159100227809287
"sigma_eps_E",0.318250457834519,0.372696757416143,0.45497325387732,0.0423303419929371,0.0159100227809287
"r_C",1.59443993649747,1.49660309886435,-0.445961130050794,0.0423303419929371,0.0159100227809287
"sigma_r_C",0.791946635552427,0.817422673535083,0.439293817290241,0.0423303419929371,0.0159100227809287
"phi_C",0.692265381076276,0.736289562423988,0.391163361619352,0.0423303419929371,0.0159100227809287
"R_G",1.28012207327308,1.271587000392,-0.323284624550446,0.0423303419929371,0.0159100227809287
"R_G_boat",3.96003667738613,4.19013696374396,-0.228193038365283,0.0423303419929371,0.0159100227809287
"r_E",5.36262157035899,5.35802487520975,-0.206352296393147,0.0423303419929371,0.0159100227809287
"sigma_IE",0.550126041624702,0.520838857766307,-0.196029286011487,0.0423303419929371,0.0159100227809287
"sigma_r_E",0.431828622237825,0.432013817251669,0.189392552387099,0.0423303419929371,0.0159100227809287
"sigma_mu_C",2.05235704195037,1.12354740325628,-0.0277866402164704,0.0423303419929371,0.0159100227809287
"sigma_mu_E",1.96825839627427,2.77513650699107,-0.0243295430032419,0.0423303419929371,0.0159100227809287
