"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.66403175975,6.22663079213861,5.82803671540693,1,-217.84
"catch",628,-1438.87045859127,21.8153390784685,7.03077785303212,0,-1431.84
