"stratum","label","walk_prev","walk_gap","contact_days","contacts","contacts_crabbing","typed_days","typed_crabbing","typed_combo","osp_days","osp_total","osp_crab_only","f_median","f_lo95","f_hi95","f_n_eff","f_Rhat","c_median","c_lo95","c_hi95","crab_only_share_median","crab_only_share_lo95","crab_only_share_hi95"
1,"2024-09",0,1,6,30,3,3,3,3,0,0,0,0.164885036957347,0.0559739475773575,0.32938881804168,5097,0.9998,0.629910638352796,0.26533331122561,0.957112261680692,0.0565224081133202,0.00566354643866621,0.172827959915122
2,"2024-10",1,1,15,40,14,10,14,6,0,0,0,0.339821596151619,0.206113925127252,0.494939856723678,7294,0.9999,0.417971947802645,0.194038248196579,0.669299927488969,0.193021199572236,0.0951608624450142,0.329426010881719
3,"2024-11",2,1,4,9,5,3,5,0,0,0,0,0.467354805481983,0.215466134581709,0.775548453104956,6612,0.9998,0.122345412112783,0.000135658724848305,0.524173051475444,0.380927773882969,0.156623006595482,0.701149152145551
