"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1337.06164385132,15.2439640480623,29.4172594793897,0,-1307.64
"catch",1651,-3152.9400788492,46.4544160572526,26.7658769460619,0,-3126.17
