"fit","divergences","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","max_gear_rhat","min_gear_neff","max_r_C_rhat","max_sigma_C_rhat","pass_convergence","method_selected","ar_resolution","divergence_fraction","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact"
"shore_ring_net_only_Dungeness_Kept",27,0,1.0001,1,8966,8981,1.0001,8966,0.9997,1.0035,TRUE,"BSS","biweekly",0.0034,0.0029,0.0016,0.0824,0.0779,TRUE,TRUE,TRUE,TRUE
"shore_all_gear_Dungeness_Kept",7,0,0.9998,0.9998,11280,11986,0.9998,11280,1.0003,1.0005,TRUE,"BSS","weekly",9e-04,3e-04,2e-04,0.0423,0.0159,TRUE,TRUE,TRUE,TRUE
"private_boat_ring_net_only_Dungeness_Kept",24,0,1,1.0002,8008,8577,1,8008,0.9997,1.0002,TRUE,"BSS","biweekly",0.003,0,4e-04,0.0348,0.0711,TRUE,TRUE,TRUE,TRUE
"private_boat_all_gear_Dungeness_Kept",2,0,0.9999,0.9998,9797,11397,0.9999,9797,1.0005,1.0014,TRUE,"BSS","weekly",2e-04,1e-04,2e-04,0.1295,0.055,TRUE,TRUE,TRUE,TRUE
