"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_eps_C",0.0929252747445887,0.174371400785064,1.37962673379046,0.082429798052282,0.0778874391456521
"phi_C",-0.192575045167133,0.350103282138202,0.984693345930519,0.082429798052282,0.0778874391456521
"sigma_mu_C",1.93517237204676,1.06986943903032,0.976827277054849,0.082429798052282,0.0778874391456521
"r_C",2.80208714607107,2.89828780411799,0.297379507316233,0.082429798052282,0.0778874391456521
"r_E",3.88366809900143,3.68691867489817,-0.291513829950257,0.082429798052282,0.0778874391456521
"sigma_r_C",0.597391695477119,0.58739364735561,-0.271252011493445,0.082429798052282,0.0778874391456521
"sigma_r_E",0.507433278984826,0.520796696686103,0.211267786506842,0.082429798052282,0.0778874391456521
"R_G",1.32257998002575,1.33121172179169,0.132395927804988,0.082429798052282,0.0778874391456521
"sigma_IE",0.137208271190429,0.224427676140574,0.131846103499501,0.082429798052282,0.0778874391456521
"sigma_eps_E",0.159131197934869,0.156455317270648,0.131335857352948,0.082429798052282,0.0778874391456521
"R_G_boat",3.9930592113833,3.77236703884733,-0.0845295836742011,0.082429798052282,0.0778874391456521
"phi_E",0.100242051483949,-0.0541724618443399,0.0837576936785627,0.082429798052282,0.0778874391456521
"sigma_mu_E",2.02333435595927,4.86538867332192,0.013809137016877,0.082429798052282,0.0778874391456521
