"fit","n_obs","beta","beta_se","beta_lo95","beta_hi95","assumed_beta","hours_per_gear_median","saturation_flag","status"
"shore_ring_net_only_Dungeness_Kept",480,0.27290544588558,0.0650750513268874,0.145358345284881,0.400452546486279,1,3,TRUE,"estimated"
