"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,5.679,0.5827,0.11817,0.11959,TRUE,TRUE
"trailer",3,"2024-09-18",9,5.679,0.8016,0.11817,0.11959,FALSE,TRUE
"trailer",4,"2024-09-19",3,5.679,0.4029,0.11817,0.11959,TRUE,TRUE
"trailer",5,"2024-09-20",1,5.679,0.178,0.11817,0.11959,FALSE,TRUE
"trailer",5,"2024-09-20",0,5.679,0.0591,0.11817,0.11959,FALSE,TRUE
"trailer",9,"2024-09-24",3,5.679,0.4029,0.11817,0.11959,TRUE,TRUE
"trailer",12,"2024-09-27",5,5.679,0.5827,0.11817,0.11959,TRUE,TRUE
"trailer",13,"2024-09-28",12,16.357,0.5141,0.04083,0.04186,TRUE,TRUE
"trailer",16,"2024-10-01",7,2.27,0.9438,0.27226,0.22378,FALSE,TRUE
"trailer",18,"2024-10-03",4,2.27,0.8124,0.27226,0.22378,FALSE,TRUE
"trailer",19,"2024-10-04",5,2.27,0.8753,0.27226,0.22378,FALSE,TRUE
"trailer",20,"2024-10-05",12,6.523,0.8485,0.10352,0.10457,FALSE,TRUE
"trailer",23,"2024-10-08",0,2.27,0.1361,0.27226,0.22378,FALSE,TRUE
"trailer",24,"2024-10-09",3,2.27,0.7175,0.27226,0.22378,TRUE,TRUE
"trailer",26,"2024-10-11",3,2.27,0.7175,0.27226,0.22378,TRUE,TRUE
"trailer",27,"2024-10-12",9,6.523,0.7532,0.10352,0.10457,FALSE,TRUE
"trailer",28,"2024-10-13",7,6.523,0.6571,0.10352,0.10457,TRUE,TRUE
"trailer",30,"2024-10-15",2,2.27,0.5783,0.27226,0.22378,TRUE,TRUE
"trailer",31,"2024-10-16",2,2.27,0.5783,0.27226,0.22378,TRUE,TRUE
"trailer",32,"2024-10-17",2,2.27,0.5783,0.27226,0.22378,TRUE,TRUE
"trailer",33,"2024-10-18",1,2.27,0.3842,0.27226,0.22378,TRUE,TRUE
"trailer",34,"2024-10-19",0,6.523,0.0518,0.10352,0.10457,FALSE,TRUE
"trailer",36,"2024-10-21",1,2.27,0.3842,0.27226,0.22378,TRUE,TRUE
"trailer",37,"2024-10-22",0,2.27,0.1361,0.27226,0.22378,FALSE,TRUE
"trailer",38,"2024-10-23",0,2.27,0.1361,0.27226,0.22378,FALSE,TRUE
"trailer",39,"2024-10-24",2,2.27,0.5783,0.27226,0.22378,TRUE,TRUE
"trailer",40,"2024-10-25",0,2.27,0.1361,0.27226,0.22378,FALSE,TRUE
"trailer",41,"2024-10-26",1,6.523,0.1558,0.10352,0.10457,FALSE,TRUE
"trailer",45,"2024-10-30",1,2.27,0.3842,0.27226,0.22378,TRUE,TRUE
"trailer",47,"2024-11-01",2,0.781,0.8663,0.55778,0.25526,FALSE,TRUE
"trailer",51,"2024-11-05",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",52,"2024-11-06",1,0.781,0.6854,0.55778,0.25526,TRUE,TRUE
"trailer",53,"2024-11-07",4,0.781,0.9735,0.55778,0.25526,FALSE,TRUE
"trailer",54,"2024-11-08",1,0.781,0.6854,0.55778,0.25526,TRUE,TRUE
"trailer",55,"2024-11-09",0,2.282,0.148,0.29599,0.22534,FALSE,TRUE
"trailer",58,"2024-11-12",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",59,"2024-11-13",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",60,"2024-11-14",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",65,"2024-11-19",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",66,"2024-11-20",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",67,"2024-11-21",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",68,"2024-11-22",0,0.781,0.2789,0.55778,0.25526,TRUE,TRUE
"trailer",72,"2024-11-26",1,0.781,0.6854,0.55778,0.25526,TRUE,TRUE
"trailer",76,"2024-11-30",2,2.282,0.5994,0.29599,0.22534,TRUE,TRUE
"osp",3,"2024-09-18",23,11.132,0.9048,0.03013,0.04176,FALSE,TRUE
"osp",4,"2024-09-19",11,10.644,0.6181,0.03175,0.04427,TRUE,TRUE
"osp",5,"2024-09-20",8,10.538,0.4699,0.03234,0.04513,TRUE,TRUE
"osp",6,"2024-09-21",53,31.652,0.8461,0.00754,0.00962,FALSE,TRUE
"osp",7,"2024-09-22",58,31.78,0.8754,0.0075,0.00955,FALSE,TRUE
"osp",11,"2024-09-26",8,10.576,0.4682,0.03211,0.04481,TRUE,TRUE
"osp",12,"2024-09-27",5,10.442,0.2893,0.03241,0.04546,TRUE,TRUE
"osp",13,"2024-09-28",12,29.697,0.2202,0.00806,0.01042,FALSE,TRUE
"osp",14,"2024-09-29",18,30.015,0.3602,0.00796,0.01027,TRUE,TRUE
"osp",15,"2024-09-30",18,11.006,0.8275,0.03063,0.04257,FALSE,TRUE
"osp",17,"2024-10-02",5,4.371,0.6639,0.10748,0.13746,TRUE,TRUE
"osp",20,"2024-10-05",31,13.156,0.9357,0.02383,0.03323,FALSE,TRUE
"osp",24,"2024-10-09",5,4.371,0.6629,0.10698,0.13705,TRUE,TRUE
"osp",26,"2024-10-11",3,4.278,0.458,0.11052,0.14096,TRUE,TRUE
"osp",28,"2024-10-13",9,12.164,0.4638,0.02607,0.03696,TRUE,TRUE
"osp",29,"2024-10-14",4,4.336,0.57,0.1086,0.13888,TRUE,TRUE
"osp",30,"2024-10-15",5,4.35,0.6662,0.10843,0.13835,TRUE,TRUE
"osp",34,"2024-10-19",0,11.8,0.0136,0.02714,0.03876,FALSE,FALSE
"catch",2,"2024-09-17",0,6.478,0.1318,0.26353,0.13552,FALSE,TRUE
"catch",6,"2024-09-21",6,5.119,0.7698,0.30979,0.15476,FALSE,TRUE
"catch",12,"2024-09-27",0,4.319,0.1616,0.3232,0.1586,FALSE,TRUE
"catch",18,"2024-10-03",6,7.508,0.6279,0.21621,0.11681,TRUE,TRUE
"catch",20,"2024-10-05",15,9.194,0.8277,0.20975,0.11262,FALSE,TRUE
"catch",26,"2024-10-11",6,2.503,0.8811,0.38285,0.18527,FALSE,TRUE
"catch",27,"2024-10-12",0,12.258,0.0898,0.17968,0.09674,FALSE,TRUE
"catch",27,"2024-10-12",0,9.194,0.1049,0.20975,0.11262,FALSE,TRUE
"catch",28,"2024-10-13",8,9.194,0.6783,0.20975,0.11262,TRUE,TRUE
"catch",32,"2024-10-17",1,5.006,0.34,0.26873,0.14256,TRUE,TRUE
"catch",32,"2024-10-17",4,10.011,0.455,0.18504,0.10013,TRUE,TRUE
"catch",32,"2024-10-17",4,5.006,0.628,0.26873,0.14256,TRUE,TRUE
"catch",39,"2024-10-24",12,7.508,0.8068,0.21621,0.11681,FALSE,TRUE
"catch",45,"2024-10-30",12,10.011,0.7363,0.18504,0.10013,TRUE,TRUE
"catch",52,"2024-11-06",0,11.282,0.0914,0.18272,0.0982,FALSE,TRUE
"catch",53,"2024-11-07",24,14.102,0.8342,0.1621,0.08683,FALSE,TRUE
"catch",54,"2024-11-08",6,5.641,0.7189,0.26465,0.13938,TRUE,TRUE
"catch",54,"2024-11-08",6,5.641,0.7189,0.26465,0.13938,TRUE,TRUE
