"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-559.172711146808,23.6735663150655,8.0254569199781,0,-551.15
"catch",130,-447.236079407277,9.92939189078461,9.85281148911987,1,-437.38
