"stratum","label","walk_prev","walk_gap","contact_days","contacts","contacts_crabbing","typed_days","typed_crabbing","typed_combo","osp_days","osp_total","osp_crab_only","f_median","f_lo95","f_hi95","f_n_eff","f_Rhat","c_median","c_lo95","c_hi95","crab_only_share_median","crab_only_share_lo95","crab_only_share_hi95"
1,"2024-09",0,1,6,30,3,3,3,3,0,0,0,0.164410183977075,0.0567160133339365,0.331958144548902,5809,1.0004,0.633349183726143,0.266478218966304,0.9648239755216,0.0548138574539331,0.00462221761935714,0.175830222040645
2,"2024-10",1,1,15,40,14,10,14,6,0,0,0,0.34024933196858,0.20756970423498,0.498828482647528,5984,1.0003,0.415963265272945,0.194108054848093,0.661058969943131,0.195213912867572,0.0955676375096242,0.333391522255927
3,"2024-11",2,1,4,9,5,3,5,0,0,0,0,0.466811689476472,0.215576252982019,0.777879826796224,5199,0.9998,0.121371408788946,0.000233199322842243,0.507379762786432,0.38618232639044,0.157418779398375,0.712335000039269
