"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",44564.5477,101.187072099459,9430.16373471485,29154.7,37784.5,43659.5,50063.5,65785.7,8685.37166812944,1.00004087671751
"C_expected_sum",44564.5979649362,101.194030081255,9427.53609419135,29086.2468972849,37777.2793875305,43668.3362989391,50077.3217141782,65875.1958599321,8679.33843706204,1.00003341241195
"E_sum",14984.511300833,22.9848902972177,2370.51737387514,10759.0879440601,13317.5817735008,14836.2975461351,16475.090425655,20104.9693980048,10636.565401148,1.00011123212895
"B1",0.513835785872336,0.0010331565017952,0.119572468936178,0.2847320948956,0.432794812505734,0.514584731830173,0.592950179150899,0.751532590152393,13394.6128982199,0.999826456384368
"B2",0.478263431113676,0.00264007673252281,0.277706643408527,-0.0533560909679749,0.288940054876322,0.470129133864717,0.659620277413045,1.04590896224617,11064.6948020269,0.999708138167076
"B1_C_out",-0.10454823653107,0.00163754063318012,0.188497513885716,-0.460833332447531,-0.231772621202573,-0.107561614293661,0.0206249573735748,0.270060163926885,13250.3418486728,0.999999228648346
"B2_C_out",-0.0513392886635261,0.0032949523987055,0.391117444234203,-0.786562071502466,-0.316689699699006,-0.0668373766335192,0.207379014386797,0.746950664114221,14090.1651356544,0.99976508453369
"f_crab_out[1]",0.913719001622094,0.000404424102148465,0.0435899946629208,0.81113632293876,0.888202008080961,0.920491961024681,0.946237128497391,0.979977176118038,11617.1493234048,1.00040533330362
"f_crab_out[2]",0.884227821049807,0.000443777723889693,0.0508476229005821,0.764529064640612,0.854353879338166,0.891571720029978,0.921108429252876,0.962588799962772,13128.3550254445,0.999880342359169
"f_crab_out[3]",0.855339090678525,0.000759013875892785,0.0782268719404558,0.670656019700756,0.810035531432992,0.867296508858093,0.912713578991432,0.970653159295217,10622.1516605023,0.999767678927582
"f_crab_out[4]",0.743287236708916,0.000958302081611064,0.0963866030904841,0.533705209348195,0.683220413203038,0.749378306356484,0.812213828378934,0.912637099665872,10116.45809152,1.00004969946707
"f_crab_out[5]",0.620891287181973,0.000803825268038068,0.0838135787561697,0.453750065426443,0.563888218424932,0.623461151662141,0.679522360618575,0.776489308483829,10871.9003225305,0.999995426311438
"f_crab_out[6]",0.508302780594825,0.000902776339145722,0.09430793598849,0.321525622378258,0.444404387452224,0.510080170523746,0.573839297688423,0.690109262019674,10912.7986908172,1.00004327780893
"f_crab_out[7]",0.472465894263411,0.000897067598952012,0.101828385247614,0.275427649513382,0.402297478681021,0.471078208691734,0.541442711628059,0.674903964141489,12885.087509865,0.999898787090147
"f_crab_out[8]",0.421134833305318,0.000855590601597886,0.0958982788857418,0.244967428378263,0.353998624480562,0.416230165324679,0.485354138774366,0.615429245658813,12562.8916739083,0.99993113668969
"f_crab_out[9]",0.306757367116448,0.000691426694853604,0.0731781299799565,0.174380178276316,0.255758357900597,0.302523477948608,0.354054128304473,0.46157615505779,11201.3489936509,0.999837266531966
"f_crab_out[10]",0.204312874738848,0.000776994530208199,0.0752476898298067,0.074940062158341,0.149596445303355,0.198564030059136,0.25259598171814,0.366413193779619,9378.86791151154,0.999862405409005
"sigma_f_out",0.691508138809121,0.00446890637060511,0.283306727498914,0.297965037714173,0.49016946335925,0.636635268986775,0.833905352602005,1.37836063559611,4018.93760443217,1.00083815837652
