"parameter","estimate","median","lo95","hi95","mean","n_eff","Rhat","decoupled","decoupled_reason","fit_method"
"mu_mu_E[1]",2.73200522108853,2.73200522108853,0.10251747131518,5.17278687695629,2.70669104162659,5776,1.0004,FALSE,NA,"BSS"
"mu_mu_C[1]",0.918073687245536,0.918073687245536,-2.18240655592619,2.4526015862588,0.67408816963804,4477,1.0002,FALSE,NA,"BSS"
"sigma_eps_E",0.885375711981955,0.885375711981955,0.545809863683618,1.59240399067192,0.932299938477378,2861,1.0003,FALSE,NA,"BSS"
"sigma_eps_C",0.349678768210259,0.349678768210259,0.0621134431987797,0.784605097573677,0.368948292508671,2928,1.0017,FALSE,NA,"BSS"
"phi_E",0.766346611554253,0.766346611554253,0.365261217914077,0.950950626359017,0.737588611825748,3698,1.0007,FALSE,NA,"BSS"
"phi_C",-0.0897559947763203,-0.0897559947763203,-0.766310228946608,0.755876844108456,-0.0627874114007819,6097,1,FALSE,NA,"BSS"
"sigma_r_E",0.933820541643793,0.933820541643793,0.819860500337899,1.0638673117805,0.935488959259839,15560,0.9998,FALSE,NA,"BSS"
"sigma_r_C",0.797992962514887,0.797992962514887,0.680393568844739,0.941452847259693,0.801274455097408,9533,1,FALSE,NA,"BSS"
"r_E",1.14676163166343,1.14676163166343,0.883537669410812,1.48771613630655,1.15789285342297,15373,0.9998,FALSE,NA,"BSS"
"r_C",1.57036959259162,1.57036959259162,1.12824353485404,2.16012856602132,1.59001199950974,9586,1.0001,FALSE,NA,"BSS"
"sigma_mu_E",0.744091018494149,0.744091018494149,0.033104769488966,6.0398060052604,1.28268856331767,2849,1.001,FALSE,NA,"BSS"
"sigma_mu_C",0.78279741504376,0.78279741504376,0.0312029634106557,6.1880482824292,1.33634870999617,6418,1.0009,FALSE,NA,"BSS"
"sigma_IE",NA,0.138192040264402,0.00523970101225163,0.748414420512675,0.201107668017843,9702,1.0003,TRUE,"no I/E observations in this fit (IE_n = 0); sigma_IE is its prior","BSS"
"R_G",1.25670357292863,1.25670357292863,0.690431797260875,2.29488751617455,1.31556887920772,14998,0.9999,FALSE,NA,"BSS"
"R_G_boat",3.56375676141737,3.56375676141737,3.24941642241704,3.89668670436121,3.56651102245958,16751,0.9998,FALSE,NA,"BSS"
"B1",0.514584731830173,0.514584731830173,0.2847320948956,0.751532590152393,0.513835785872336,13395,0.9998,FALSE,NA,"BSS"
"B2",0.470129133864717,0.470129133864717,-0.0533560909679749,1.04590896224617,0.478263431113676,11065,0.9997,FALSE,NA,"BSS"
"B1_C",-0.107561614293661,-0.107561614293661,-0.460833332447531,0.270060163926885,-0.10454823653107,13250,1,FALSE,NA,"BSS"
"B2_C",-0.0668373766335192,-0.0668373766335192,-0.786562071502466,0.746950664114221,-0.0513392886635261,14090,0.9998,FALSE,NA,"BSS"
"gamma_C",NA,-0.00193381607345968,-1.90519665803668,1.94556224903731,0.00216959918620753,16989,0.9999,TRUE,"estimate_cpue_density = 0: the density term is inert","BSS"
"kappa_OSP",NA,2.98400721330427,1.6902215467045,5.33336816377873,3.12000468611324,12818,0.9999,TRUE,"osp_scale_is_tau = 1: the OSP mean uses L, not kappa_OSP; this is the prior","BSS"
"sigma_r_OSP",0.805904801737531,0.805904801737531,0.701986603220227,0.928272864387753,0.808084242624256,13957,1,FALSE,NA,"BSS"
"r_OSP",1.53968724924035,1.53968724924035,1.16050948779339,2.02928176806954,1.55474671188539,13745,0.9999,FALSE,NA,"BSS"
"f_crab[1]",0.920491961024681,0.920491961024681,0.81113632293876,0.979977176118038,0.913719001622094,11617,1.0004,FALSE,NA,"BSS"
"f_crab[2]",0.891571720029978,0.891571720029978,0.764529064640612,0.962588799962772,0.884227821049807,13128,0.9999,FALSE,NA,"BSS"
"f_crab[3]",0.867296508858093,0.867296508858093,0.670656019700756,0.970653159295217,0.855339090678525,10622,0.9998,FALSE,NA,"BSS"
"f_crab[4]",0.749378306356484,0.749378306356484,0.533705209348195,0.912637099665872,0.743287236708916,10116,1,FALSE,NA,"BSS"
"f_crab[5]",0.623461151662141,0.623461151662141,0.453750065426443,0.776489308483829,0.620891287181973,10872,1,FALSE,NA,"BSS"
"f_crab[6]",0.510080170523746,0.510080170523746,0.321525622378258,0.690109262019674,0.508302780594825,10913,1,FALSE,NA,"BSS"
"f_crab[7]",0.471078208691734,0.471078208691734,0.275427649513382,0.674903964141489,0.472465894263411,12885,0.9999,FALSE,NA,"BSS"
"f_crab[8]",0.416230165324679,0.416230165324679,0.244967428378263,0.615429245658813,0.421134833305318,12563,0.9999,FALSE,NA,"BSS"
"f_crab[9]",0.302523477948608,0.302523477948608,0.174380178276316,0.46157615505779,0.306757367116448,11201,0.9998,FALSE,NA,"BSS"
"f_crab[10]",0.198564030059136,0.198564030059136,0.074940062158341,0.366413193779619,0.204312874738848,9379,0.9999,FALSE,NA,"BSS"
"f_lower[1]",0.892415374335873,0.892415374335873,0.774697933971073,0.964726080995013,0.886756235141563,11397,1.0001,FALSE,NA,"BSS"
"f_lower[2]",0.865192485691787,0.865192485691787,0.734603318668444,0.946960688187444,0.858522813436467,11998,0.9999,FALSE,NA,"BSS"
"f_lower[3]",0.800907363748981,0.800907363748981,0.554288568752993,0.941432639068619,0.787973778792702,8815,1.0002,FALSE,NA,"BSS"
"f_lower[4]",0.448542182732884,0.448542182732884,0.208559440430499,0.697993821766533,0.449484829522367,10444,1.0001,FALSE,NA,"BSS"
"f_lower[5]",0.376889903852291,0.376889903852291,0.221639728459882,0.549701680187712,0.378412000226563,11736,0.9997,FALSE,NA,"BSS"
"f_lower[6]",0.261893425534004,0.261893425534004,0.119092242729786,0.443212319063682,0.266716968476912,12435,0.9998,FALSE,NA,"BSS"
"f_lower[7]",0.212286819869103,0.212286819869103,0.0799169397294884,0.408364356593098,0.221073753404845,11626,1.0002,FALSE,NA,"BSS"
"f_lower[8]",0.142974860503449,0.142974860503449,0.0442288021944034,0.303929603189608,0.151029330415579,10772,0.9998,FALSE,NA,"BSS"
"f_lower[9]",0.121163892969092,0.121163892969092,0.047811156992646,0.240149199943742,0.127238098752191,11460,1,FALSE,NA,"BSS"
"f_lower[10]",0.0311056686196292,0.0311056686196292,0.000353879771695235,0.136877539997386,0.0410833495071088,7993,0.9999,FALSE,NA,"BSS"
"sigma_f_out",0.636635268986775,0.636635268986775,0.297965037714173,1.37836063559611,0.691508138809121,4019,1.0008,FALSE,NA,"BSS"
"cfi_kappa_out",21.9850829218624,21.9850829218624,6.86613212802829,86.9783008179563,28.2458565150614,7511,1.0001,FALSE,NA,"BSS"
"combo_c_out[1]",0.022180456003048,0.022180456003048,0.000943163736162776,0.0985715926905768,0.0294951782801698,11350,0.9997,FALSE,NA,"BSS"
"combo_c_out[2]",0.020675700902603,0.020675700902603,0.000637965393899953,0.106193436770832,0.0290558538306084,9178,1.0002,FALSE,NA,"BSS"
"combo_c_out[3]",0.0522276095511908,0.0522276095511908,0.00126365505566844,0.299071374789063,0.0786906333806315,8593,1.0005,FALSE,NA,"BSS"
"combo_c_out[4]",0.386740743201666,0.386740743201666,0.133352122769798,0.695900460033109,0.395719488072592,10290,1,FALSE,NA,"BSS"
"combo_c_out[5]",0.3848288882529,0.3848288882529,0.192596711421529,0.612061950088154,0.390026726865714,10937,0.9997,FALSE,NA,"BSS"
"combo_c_out[6]",0.473316613305381,0.473316613305381,0.226913723690018,0.737720844440195,0.475064407242628,13601,0.9998,FALSE,NA,"BSS"
"combo_c_out[7]",0.535866681525198,0.535866681525198,0.241160994503267,0.806958524844121,0.53188665965232,12398,1,FALSE,NA,"BSS"
"combo_c_out[8]",0.647022197879216,0.647022197879216,0.367626971787687,0.881029230300865,0.64189495144792,10547,0.9999,FALSE,NA,"BSS"
"combo_c_out[9]",0.59072762772797,0.59072762772797,0.32043482097578,0.811997617864124,0.585384108557328,10172,0.9999,FALSE,NA,"BSS"
"combo_c_out[10]",0.827044101146053,0.827044101146053,0.439689604747598,0.998025254951215,0.799039149605712,7360,0.9999,FALSE,NA,"BSS"
"sigma_c_out",1.05897103264969,1.05897103264969,0.405944077324547,2.43050434294618,1.15189189385085,4173,1.0005,FALSE,NA,"BSS"
"cfc_kappa_out",12.8868919025708,12.8868919025708,2.71882009280284,65.5509674857899,18.3552291244002,8439,0.9998,FALSE,NA,"BSS"
"tau_bar[1]",2.59196704634341,2.59196704634341,2.07551058625026,3.2467324714797,2.61174401960384,15350,0.9999,FALSE,NA,"BSS"
