"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-87.2654937198672,6.71670880516999,3.54768046736995,0,-83.72
"catch",18,-54.7144463374465,4.3132466024956,3.16390640757295,1,-51.55
