"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",1345.793,17.4224437271108,1193.06613631374,419,757,1072,1553,3773.34999999999,4689.33108852934,1.00020415428962
"C_expected_sum",1345.44166726048,17.4065953315945,1192.36718681911,416.767233366671,761.516839833591,1070.46576074769,1555.46992525623,3755.00766700614,4692.37125969874,1.0002053191128
"E_sum",449.173568513594,1.91703592815684,147.440796291734,231.664261649104,345.797891434821,427.401825066685,526.291479948421,799.384661364142,5915.27351795806,1.00051008678859
"B1",1.03895308239338,0.00298366246738943,0.254724360287973,0.544975227038932,0.872139509895085,1.03807693928531,1.20133914157663,1.55344497483321,7288.55739598567,1.00047768800547
"B2",0.00482497388769437,0.0108229678977718,0.995368664863518,-1.97333578649237,-0.672292571950017,0.000948078988637975,0.691332154265255,1.96584233641618,8458.14621930622,0.99963229336941
"B1_C_out",0.104980813188405,0.00645242519823594,0.608901544893902,-1.04294253262498,-0.304666440046283,0.0847439889308817,0.505376398914886,1.3182699523936,8905.29262441936,1.00016757537698
"B2_C_out",-0.00686459559017974,0.0117356672355192,1.02772388905417,-2.03441943265933,-0.718792448944041,-0.00701503860341071,0.683068244747716,2.00610230294987,7668.9751427855,0.999726856239925
"f_crab_out[1]",0.17335984359289,0.000943983129603319,0.0719474648074946,0.0567160133339365,0.120618543600964,0.164410183977075,0.219151607128607,0.331958144548902,5809.01536388982,1.00044091608057
"f_crab_out[2]",0.343663580757233,0.000955825430375346,0.0739420889691119,0.20756970423498,0.292317825331333,0.34024933196858,0.392344069050892,0.498828482647528,5984.47792904933,1.00029294629104
"f_crab_out[3]",0.475241039726862,0.00205823564030806,0.148410470439574,0.215576252982019,0.364785564029555,0.466811689476472,0.578037926304729,0.777879826796224,5199.22838725163,0.999808377966524
"sigma_f_out",1.1365130239067,0.010962765023426,0.683550370898434,0.156329896736353,0.637210049256734,1.02322470010115,1.49591707550492,2.79671214844771,3887.77242905544,1.00065877186994
"cfi_kappa_out",26.2294845551463,0.307232821864064,21.8269325150887,5.33549891189393,12.3858858269059,19.6569615066832,32.8113739937916,86.0874211814,5047.19625119798,0.999886327163023
"combo_c_out[1]",0.630376721843727,0.00308731084616334,0.194180985668602,0.266478218966304,0.480829979754292,0.633349183726143,0.785704932494157,0.9648239755216,3955.96722813519,1.00024531648401
"combo_c_out[2]",0.418854033477871,0.00170476834057528,0.121569707238593,0.194108054848093,0.332446142381994,0.415963265272945,0.501568600249905,0.661058969943131,5085.34004814774,1.00076803914168
"combo_c_out[3]",0.160495358427091,0.00235046835918766,0.146946576578938,0.000233199322842243,0.0344702573045427,0.121371408788946,0.252001514344643,0.507379762786432,3908.50009521607,1.00011007778342
"sigma_c_out",1.52806326370582,0.013079577006227,0.90985570610089,0.142176275338798,0.83384765316196,1.41370413403331,2.09266239804338,3.58938591162682,4839.02257190258,0.999933468843484
"cfc_kappa_out",26.7732371127141,0.288887156035059,22.5442519035184,4.81413736106301,12.7269532654364,20.7752948358293,33.3148939325676,89.1866797789909,6089.97051557632,0.999789602416425
