"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.255), 0.300)",1.31284760747008,0.402884426312373,1.31556887920772,0.409260945388305,1.25670357292863,0.690431797260875,2.29488751617455,-0.016,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.737588611825748,0.153117530522547,0.766346611554253,0.365261217914077,0.950950626359017,0.658,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.0627874114007819,0.408240872479293,-0.0897559947763203,-0.766310228946608,0.755876844108456,0.087,TRUE
"B1","normal(0, 1.0)",0,1,0.513835785872336,0.119572468936178,0.514584731830173,0.2847320948956,0.751532590152393,0.88,FALSE
"B2","normal(0, 1.0)",0,1,0.478263431113676,0.277706643408527,0.470129133864717,-0.0533560909679749,1.04590896224617,0.722,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.70669104162659,1.2358362332693,2.73200522108853,0.10251747131518,5.17278687695629,0.382,TRUE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.67408816963804,1.09697309548239,0.918073687245536,-2.18240655592619,2.4526015862588,0.452,TRUE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.932299938477378,0.274214506974488,0.885375711981955,0.545809863683618,1.59240399067192,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.368948292508671,0.182222025839504,0.349678768210259,0.0621134431987797,0.784605097573677,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.935488959259839,0.0622491163404534,0.933820541643793,0.819860500337899,1.0638673117805,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.801274455097408,0.0666977227169281,0.797992962514887,0.680393568844739,0.941452847259693,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.28268856331767,1.91241151209681,0.744091018494149,0.033104769488966,6.0398060052604,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.33634870999617,1.91299642598268,0.78279741504376,0.0312029634106557,6.1880482824292,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.10454823653107,0.188497513885716,-0.107561614293661,-0.460833332447531,0.270060163926885,0.812,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.56651102245958,0.166531526186904,3.56375676141737,3.24941642241704,3.89668670436121,0.931,FALSE
"tau_bar[1]","lognormal(log(1.200), 0.300)",1.25523343189046,0.385203886740391,2.61174401960384,0.297576775433,2.59196704634341,2.07551058625026,3.2467324714797,0.227,TRUE
"sigma_f[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,0.691508138809121,0.283306727498914,0.636635268986775,0.297965037714173,1.37836063559611,0.687,FALSE
"cfi_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,28.2458565150614,22.1966687842325,21.9850829218624,6.86613212802829,86.9783008179563,0.036,TRUE
"sigma_c[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,1.15189189385085,0.522790785153522,1.05897103264969,0.405944077324547,2.43050434294618,0.422,TRUE
"cfc_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,18.3552291244002,18.270143538182,12.8868919025708,2.71882009280284,65.5509674857899,0.206,TRUE
