"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,2,0.992925815662821,9.9988,10,1022.538,0.00396433589591254,0.952013474749633,FALSE
2,2500,34,0.959936186546773,8.9728,9,507.4356,0.010398350464253,0.936479032573923,FALSE
3,2500,10,0.98222867846079,8.9936,9,510.1564,0.00714161888869795,0.979146613779321,FALSE
4,2500,23,0.975919221051925,9.5504,10,852.7924,0.00596700764332434,0.892477461207019,FALSE
