"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3528,2732,4802,6097,4926,8213
"2024-10",6152,5021,7846,10628,8910,13072
"2024-11",5018,3899,6527,8206,6526,10380
"2024-12",11504,10283,13185,8998,7223,11243
"2025-01",8446,7683,9512,9666,7856,12202
"2025-02",2778,2194,3639,6720,5197,8750
"2025-03",2991,2311,3986,8944,7688,10375
"2025-04",7284,5575,10174,18686,15771,22249
"2025-05",11082,8334,15169,23477,20107,27554
"2025-06",8400,5860,12323,19203,15170,24411
"2025-07",19161,12984,32860,43937,35837,55622
"2025-08",18555,13242,29458,42738,36133,51780
"2025-09",7638,5151,12718,16023,13009,20099
