"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",54498.540375,97.4575347277743,3209.62964225234,48632.825,52277,54362,56606.25,61086.775,1084.62347998795,1.00150283452049
"E_sum",148341.1277911,254.827010914594,6077.06954125459,136989.544830405,144183.457366364,148179.636366027,152311.920234409,160984.343036244,568.718678561786,1.0038132983899
"C_sum_gear[1]",12030.05625,21.9195084566632,1095.02684992707,10070,11269,11973,12716,14352,2495.67434456676,0.999956238408105
"C_sum_gear[2]",8044.755375,16.063847666509,838.430786384037,6533.975,7452,7995,8579.25,9798.125,2724.17673398194,1.00089037677082
"C_sum_gear[3]",7120.010875,14.7364692252037,768.536475091409,5754.95,6582,7066,7604,8758.125,2719.83203870423,1.00087560275212
"C_sum_gear[4]",27303.717875,52.0816873396034,2161.47149400771,23368.925,25815.75,27171.5,28655.25,31738.3,1722.37983620848,1.00069105719101
"B1",0.760005578981342,0.00350667033934775,0.0711883943570117,0.620122452089896,0.712203786212598,0.75944883346917,0.806225075048151,0.905642034051747,412.124577859551,1.00666314845222
"B2",0.40170344672992,0.00796075161495047,0.198713942501016,0.0240044541792116,0.268845314462208,0.399316847536608,0.529846521242922,0.803163301906185,623.086773639784,1.00290039004853
"r_C_gear_out[1]",0.602846447530355,0.000819797868570483,0.0631627194612164,0.489147181010076,0.557992573429916,0.598962039198076,0.64382801794959,0.735279511956077,5936.19379683963,1.00012314571343
"r_C_gear_out[2]",0.708648428595873,0.00133523312997856,0.0998512890808534,0.534724548332739,0.640057895989779,0.700067692974321,0.770250420213276,0.925716901439811,5592.33465980593,1.00043672700544
"r_C_gear_out[3]",1.15469311750015,0.00310150158816082,0.223210409805379,0.789836371894597,0.993856960435031,1.13204575995703,1.28605490193915,1.66467969522335,5179.46465614939,1.0010516913183
"r_C_gear_out[4]",0.921048679277583,0.00115355861952324,0.0849488688946814,0.76800855180118,0.861649465177884,0.917813082085728,0.976732886600172,1.09509011470307,5422.95329170854,1.00011471942399
"sigma_eps_C_gear_out[1]",0.44509373362558,0.00312898601101371,0.154996947035423,0.224961871682544,0.338855216790947,0.416188236136872,0.518618721101275,0.831227798680782,2453.79933785376,1.00003297368722
"sigma_eps_C_gear_out[2]",0.365613879370059,0.00293942015579282,0.142358780966573,0.153163377417905,0.267182763112521,0.345413944471559,0.439233676474504,0.710621874627065,2345.55264632125,1.00115217324288
"sigma_eps_C_gear_out[3]",0.191777694880718,0.00302701036590035,0.132504119932816,0.0112161580996738,0.0918622415154308,0.171671886956296,0.26461515262,0.496104384307286,1916.15637112732,1.00072367007777
"sigma_eps_C_gear_out[4]",0.321257898426826,0.00261201138866442,0.121142416710028,0.141542481940913,0.238074526319268,0.302422191025751,0.382258231335694,0.60674376002526,2151.00952856918,1.00083827352303
