"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.729903536977492,0.980707395498392,0.501804662379421,0.229043183847286,311,311
"catch",0.733171619163129,0.990903577926016,0.498803820497271,0.277728745659525,1649,1649
