"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27694,41815,34685,51132
"Dungeness_Kept","Expected_Catch",45112,77486,55114,110809
"Dungeness_Kept","Predictive_Catch",NA,77503,55153,110696
