"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.00476497120346,0.831500846285826
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,1.65327627356053,1.03457138016333
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.05839459475586,0.920140682371353
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.01700334137112,0.88668357630595
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.0799484059376,0.942479183860511
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,0.902939294117808,0.921851065995275
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.06312482865113,1.09443034143692
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,1.84486832464297,1.25092066780986
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,1.82108148649102,1.25139075570173
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.07339134210399,1.09743990014315
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.0741925240844,0.995437378036339
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,0.982847351681869,0.898274892175986
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.05106955434763,0.911444664725792
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.01912416539556,0.996019538831332
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.07075489476458,1.15944576741233
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,1.84895751233654,1.28970896719979
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,1.8066738107074,1.25214256973262
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.10572492056369,1.08624632172247
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,1.65723020664774,1.15727618552126
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.07987470132249,1.01506390956321
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.08802759373855,1.06802295924924
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.09695935166868,1.09691910317703
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.00708034849962,1.00800626726396
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.04221309231189,1.05108657408443
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,1.637868154865,1.17539209429438
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.02876184036196,1.03304748127834
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,0.951233973552913,0.859604102088038
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.01638018959353,0.960568143941819
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,1.82389347450081,1.1942951270867
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,1.87667609676652,1.1508103536053
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.24477898262882,0.980151646620155
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.25341183425471,1.00945898195806
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.03974136445462,1.00472162986628
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,0.957778277748012,0.980968924211635
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.07519747077946,1.11054338007987
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,1.84588093781546,1.29306295130613
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,1.86484090103918,1.31077992849063
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.11374628360892,1.24903185475757
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.0112877123389,1.13599170731221
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.00376758460725,1.05904171722425
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.01860405849922,0.923422398284922
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.915089659459,0.791403424487254
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,1.80471131213375,1.10606992056684
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,1.85270778856034,1.14710242563973
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,0.999149173089791,0.989736845108565
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,1.72313256991682,1.15095949118231
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.1517958632383,1.09348262787572
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,0.964109533987496,0.993594119672997
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,0.996425836907595,0.964267419236772
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,1.80362408725024,1.23238351229946
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,1.85624219374884,1.32300473910154
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.15789158180797,1.27959727895966
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.03108365379709,1.19117127431282
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.12321439500723,1.20978860044822
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.1522286638772,1.19675136465028
