"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-549.119880540696,23.0411806931416,28.2370264757166,3,-520.88
"catch",145,-521.730165572425,15.2939817327204,10.5174443484841,0,-511.21
