"data_type","day","mean_mu","V_poisson","V_nb_overdisp","V_latent","V_total","pred_vmr"
"gear",2,31.343988185711,31.343988185711,329.592596791971,33.2549992252858,394.191584202967,12.5763059208487
"gear",3,31.343988185711,31.343988185711,329.592596791971,33.2549992252858,394.191584202967,12.5763059208487
"gear",4,31.343988185711,31.343988185711,329.592596791971,33.2549992252858,394.191584202967,12.5763059208487
"gear",5,49.8639574109388,49.8639574109388,832.926502044027,92.3700953146736,975.160554769639,19.5564212189006
"gear",6,49.8639574109388,49.8639574109388,832.926502044027,92.3700953146736,975.160554769639,19.5564212189006
"gear",9,31.343988185711,31.343988185711,329.592596791971,33.2549992252858,394.191584202967,12.5763059208487
"gear",10,31.343988185711,31.343988185711,329.592596791971,33.2549992252858,394.191584202967,12.5763059208487
"gear",12,49.8639574109388,49.8639574109388,832.926502044027,92.3700953146736,975.160554769639,19.5564212189006
"gear",13,49.8639574109388,49.8639574109388,832.926502044027,92.3700953146736,975.160554769639,19.5564212189006
"gear",16,30.6294315108395,30.6294315108395,314.436401384256,30.4364878394297,375.502320734525,12.2595262860702
"gear",18,30.6294315108395,30.6294315108395,314.436401384256,30.4364878394297,375.502320734525,12.2595262860702
"gear",19,48.6274649305712,48.6274649305712,787.649321858955,72.6773600030501,908.954146792576,18.6921968498739
"gear",20,48.6274649305712,48.6274649305712,787.649321858955,72.6773600030501,908.954146792576,18.6921968498739
"gear",23,30.6294315108395,30.6294315108395,314.436401384256,30.4364878394297,375.502320734525,12.2595262860702
"gear",24,30.6294315108395,30.6294315108395,314.436401384256,30.4364878394297,375.502320734525,12.2595262860702
"gear",26,48.6274649305712,48.6274649305712,787.649321858955,72.6773600030501,908.954146792576,18.6921968498739
"gear",27,48.6274649305712,48.6274649305712,787.649321858955,72.6773600030501,908.954146792576,18.6921968498739
"gear",28,48.6274649305712,48.6274649305712,787.649321858955,72.6773600030501,908.954146792576,18.6921968498739
"gear",30,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",31,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",32,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",33,44.4784453755344,44.4784453755344,659.797174349078,58.9911553928591,763.266775117471,17.1603743942299
"gear",34,44.4784453755344,44.4784453755344,659.797174349078,58.9911553928591,763.266775117471,17.1603743942299
"gear",36,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",37,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",38,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",39,27.9123125998669,27.9123125998669,259.606496700162,18.3888089962186,305.907618296247,10.9595941648241
"gear",40,44.4784453755344,44.4784453755344,659.797174349078,58.9911553928591,763.266775117471,17.1603743942299
"gear",41,44.4784453755344,44.4784453755344,659.797174349078,58.9911553928591,763.266775117471,17.1603743942299
"gear",42,44.4784453755344,44.4784453755344,659.797174349078,58.9911553928591,763.266775117471,17.1603743942299
"gear",45,25.0726009143552,25.0726009143552,214.334482395329,24.2551795808208,263.662262890505,10.5159518069602
"gear",46,25.0726009143552,25.0726009143552,214.334482395329,24.2551795808208,263.662262890505,10.5159518069602
"gear",47,39.8281162435283,39.8281162435283,538.112726109874,60.9592333133344,638.900075666737,16.0414334376297
"gear",48,39.8281162435283,39.8281162435283,538.112726109874,60.9592333133344,638.900075666737,16.0414334376297
"gear",51,25.0726009143552,25.0726009143552,214.334482395329,24.2551795808208,263.662262890505,10.5159518069602
"gear",52,25.0726009143552,25.0726009143552,214.334482395329,24.2551795808208,263.662262890505,10.5159518069602
"gear",53,25.0726009143552,25.0726009143552,214.334482395329,24.2551795808208,263.662262890505,10.5159518069602
"gear",54,39.8281162435283,39.8281162435283,538.112726109874,60.9592333133344,638.900075666737,16.0414334376297
"gear",55,39.8281162435283,39.8281162435283,538.112726109874,60.9592333133344,638.900075666737,16.0414334376297
"gear",59,24.3894144470275,24.3894144470275,203.756399206275,24.3347143889296,252.480528042232,10.3520536989769
"gear",60,24.3894144470275,24.3894144470275,203.756399206275,24.3347143889296,252.480528042232,10.3520536989769
"gear",61,38.7531374112339,38.7531374112339,512.168734617424,61.6299004473556,612.551772476013,15.8065078957567
"gear",62,38.7531374112339,38.7531374112339,512.168734617424,61.6299004473556,612.551772476013,15.8065078957567
"gear",65,24.3894144470275,24.3894144470275,203.756399206275,24.3347143889296,252.480528042232,10.3520536989769
"gear",66,24.3894144470275,24.3894144470275,203.756399206275,24.3347143889296,252.480528042232,10.3520536989769
"gear",67,24.3894144470275,24.3894144470275,203.756399206275,24.3347143889296,252.480528042232,10.3520536989769
"gear",68,38.7531374112339,38.7531374112339,512.168734617424,61.6299004473556,612.551772476013,15.8065078957567
"gear",69,38.7531374112339,38.7531374112339,512.168734617424,61.6299004473556,612.551772476013,15.8065078957567
"gear",72,34.451211936667,34.451211936667,412.06687938442,97.7454372437478,544.263528564835,15.7980952764558
"gear",73,34.451211936667,34.451211936667,412.06687938442,97.7454372437478,544.263528564835,15.7980952764558
"gear",75,63.9922282069063,63.9922282069063,2084.19823314615,2044.30911795919,4192.49957931225,65.515761785269
"gear",76,54.7094869504486,54.7094869504486,1032.14680126072,241.613046828643,1328.46933503981,24.2822480905922
