"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,1000,2,0.946767326590634,6.472,7,100.381,0.0489323940934044,1.01690427910359,FALSE
2,1000,5,0.935414038064313,5.988,6,62.775,0.0570390141146374,0.898415260548435,FALSE
3,1000,0,0.947370291002454,6.106,7,77.016,0.049909670845417,0.953295947621745,FALSE
4,1000,4,0.911812217033913,5.995,6,62.912,0.0658889934725847,1.01804320616954,FALSE
