"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.562700964630225,0.954983922829582,0.502869774919614,0.277664536230812,311,311
"catch",0.733778047301395,0.98483929654336,0.498742419648272,0.28161798327592,1649,1649
