"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.224530085738,23.8592571088648,12.4978128639955,0,-548.73
"catch",131,-451.624396345979,9.79585904719247,10.5419977941078,1,-441.08
