"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.00750423974981,0.813708811153337
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.19851430408653,1.06952278182406
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.08678732090661,0.918352087002102
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.08846544655807,0.880209606340762
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.13851525945386,0.961419858802483
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,1.12407359957936,0.919649475608034
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.10006574668953,1.11081120660753
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.30499744275776,1.27305399092034
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.36503966053103,1.26775593761045
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.16370005150621,1.11353543135925
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.16615953084626,1.00333975648494
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,1.05933211607337,0.888579421175388
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.17401559538925,0.926073364971819
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.07387324783942,0.994912109310222
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.12540268243759,1.19229587049188
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.32484176264299,1.32006752645727
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.29709520310588,1.28615378049295
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.13098321524732,1.09196841499695
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.20208216419311,1.18609844968049
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.16283219510287,1.01409290828936
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.16985054849009,1.07005467843597
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.17146042635295,1.12267696875234
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.09786942804447,1.04803640350489
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.09460996259804,1.06662126623712
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.15826045868161,1.18129846399046
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.07890922792894,1.05206401638466
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,1.04013797299647,0.865336708262247
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.04154136495445,0.985216305570266
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.29265819627574,1.19982469688953
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.36124296439616,1.17282146303934
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.43618961396535,0.986062276805797
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.43306627774276,0.999330133557648
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.09702250723015,0.989556030885981
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,1.02717039463687,0.957110658470446
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.07966276367213,1.07758666504974
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.34820427670097,1.27834346700878
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.37343644689142,1.35165497564038
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.21409335226476,1.29115892937744
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.10395787532374,1.15743181701589
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.05452778827703,1.09417996126425
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.10807464426918,0.950548358743921
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,0.954427577576192,0.773799864787327
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.32546337581262,1.10516839325938
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.33074386639168,1.15042031745222
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,1.04842731155321,0.964497998084136
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.14315909957555,1.18539478480536
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.20905489274965,1.10891592169828
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,1.02100625666161,0.993675878293749
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,1.01186353374373,0.966333628503889
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.31333496777464,1.23609984821446
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.33991831522844,1.33967639283312
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.2212963757103,1.28581338397447
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.26321746973664,1.1824482150939
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.20910906007911,1.2436953453572
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.30578017527612,1.22896162300309
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,16,0,TRUE,1.0050790223648,1.05266151401014
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.37128937765126,1.2772535520036
