"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-228.21495746623,6.14658093240949,6.22783459282834,1,-221.99
"catch",627,-1449.19228525929,21.7268035099332,6.71409306793001,0,-1442.48
