"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.09725490574223,1.13833629871057,3.0890845508548,5.12703907959084,4603,1.0007
"mu_mu_C[1]",-0.167497128758237,-2.33379884836102,-0.0868829550291106,1.72385613302281,5403,1.0009
"sigma_eps_E",0.585703321016928,0.502987675769537,0.583181631122893,0.681143963347139,2638,1.0011
"sigma_eps_C",0.244991644266862,0.145919914129914,0.240179177438359,0.370675313477736,2231,1.0022
"phi_E",0.479324391839377,0.278671665051379,0.484126564077714,0.655292707461205,1364,1.0014
"phi_C",0.817497564421325,0.603712334398702,0.833163001552674,0.942392394637572,2237,1.0022
"sigma_r_E",0.234910518900442,0.195015965689435,0.234326844344605,0.278530614403611,4554,1.0011
"sigma_r_C",1.0293113727234,0.963807178580057,1.02858246660618,1.09687818943841,13010,1.0002
"r_E",18.570729924047,12.8900358637271,18.2119275221227,26.2941820585638,4694,1.0009
"r_C",0.946978640499568,0.831157251178451,0.945195762723246,1.07651401701316,12683,1.0002
"sigma_mu_E",1.05430131628688,0.0280281807793458,0.696497185274937,4.39107295326775,6491,1.0002
"sigma_mu_C",1.15551224910158,0.0319486840512653,0.704081831526671,5.39219348148304,7075,1.0008
"sigma_IE",1.06750072101799,0.649479214237628,1.03413401753319,1.68286631955357,13330,1.0001
"R_G",1.27913998377479,1.24388009483309,1.27912518829269,1.31584731381248,21472,0.9999
"R_G_boat",4.51576153584416,1.50715013018536,3.98537720666769,10.6609543014531,13525,0.9998
"B1",0.511863132341733,0.28553885451326,0.510842438765104,0.743780964507613,2642,1.0006
"B2",0.52295854505973,-0.0643393354382748,0.519744579746523,1.13180125184382,5040,1.0008
"B1_C",-0.323644388758515,-0.494096208134825,-0.324864085254999,-0.147084882047703,9291,1.0001
