"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.702564102564103,0.984615384615385,0.493788461538462,0.270123435764406,195,195
"catch",0.618320610687023,0.977099236641221,0.509227099236641,0.273051112520063,131,131
