"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",35342,44484,40183,49821
"Dungeness_Kept","Expected_Catch",71157,83488,70866,102897
"Dungeness_Kept","Predictive_Catch",NA,83482,70857,102898
