"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.840909090909091,1,0.448011363636364,0.228020156408002,44,44
"osp",0.555555555555556,1,0.6475,0.251253475246671,18,18
"catch",0.588235294117647,1,0.533161764705882,0.287297862923554,17,17
