"event_date","L_unit","L_prior_center","L_prior_sigma_log","L_effective_hours_regression","L_posterior_median","L_posterior_lo95","L_posterior_hi95"
2024-09-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.60049161553405,1.69065362315026,0.943452565238317,3.01493605745374
2024-09-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.60226255475652,1.70782866359949,0.951216882024401,3.06425588831338
2024-09-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.60401108350319,1.70248145247844,0.934764342160792,3.07388797587926
2024-09-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.60573718044314,1.70033026767489,0.962318545663557,3.00506844411282
2024-09-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.60744082451466,1.69961178703902,0.947362239471914,3.03828606093681
2024-09-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.36086908311693,1.70233565336743,0.966149218408323,3.01258784775413
2024-09-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.36245434835493,1.69930617382187,0.93739767045418,3.00268933979865
2024-09-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.61241683294997,1.70143608870811,0.9559687286544,3.04288492097645
2024-09-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.6140304603313,1.69021657908667,0.951640416768133,3.02641410297425
2024-09-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.61562153358965,1.70350453972665,0.937846363782098,3.0718189782936
2024-09-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.61719003328775,1.69054699172179,0.93238261955073,3.09043919869891
2024-09-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.61873594026048,1.70002754566233,0.952806983808365,2.9832725221021
2024-09-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.37151340309025,1.70983155997088,0.952502405612063,2.97956135374689
2024-09-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.37294765059603,1.69142840298117,0.926383241381958,3.1043344453534
2024-09-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.6232379172657,1.68745735437703,0.933503560645564,3.04344825529274
2024-10-01,"turnover (trips per gear-slot per day)",1.7,0.3,5.62469326714236,1.70290995642987,0.935791673817865,3.08115694839571
2024-10-02,"turnover (trips per gear-slot per day)",1.7,0.3,5.6261259325638,1.7065005979264,0.916813498982265,3.1081096866321
2024-10-03,"turnover (trips per gear-slot per day)",1.7,0.3,5.62753589600582,1.69685690739587,0.933208540256573,3.07873517928389
2024-10-04,"turnover (trips per gear-slot per day)",1.7,0.3,5.62892314021899,1.69568869128678,0.931504658112172,3.11438226965998
2024-10-05,"turnover (trips per gear-slot per day)",1.7,0.3,5.38109797036875,1.68973506790851,0.941408875330439,2.9931573077299
2024-10-06,"turnover (trips per gear-slot per day)",1.7,0.3,5.38238034102889,1.70547439725619,0.931791732380916,3.18303415496856
2024-10-07,"turnover (trips per gear-slot per day)",1.7,0.3,5.63294838911988,1.69323066163777,0.953460231031293,3.07865320576952
2024-10-08,"turnover (trips per gear-slot per day)",1.7,0.3,5.63424458943083,1.71242593982361,0.932818841288512,3.08860195972817
2024-10-09,"turnover (trips per gear-slot per day)",1.7,0.3,5.63551798839938,1.70205234392208,0.93762014220275,3.08882703032986
2024-10-10,"turnover (trips per gear-slot per day)",1.7,0.3,5.6367685704319,1.71662023003562,0.964724013212626,3.05316157798103
2024-10-11,"turnover (trips per gear-slot per day)",1.7,0.3,5.63799632021186,1.68865636744668,0.940037461857264,3.06895181727605
2024-10-12,"turnover (trips per gear-slot per day)",1.7,0.3,5.38961704088385,1.69916351193319,0.953836424855893,3.05167582669257
2024-10-13,"turnover (trips per gear-slot per day)",1.7,0.3,5.39074676564831,1.69002429263161,0.963983669978813,2.98009740117562
2024-10-14,"turnover (trips per gear-slot per day)",1.7,0.3,5.64154242703439,1.70269352660807,0.934284926222683,3.08585828576403
2024-10-15,"turnover (trips per gear-slot per day)",1.7,0.3,5.64267870019197,1.69797181376198,0.943332269445916,3.06694937234385
2024-10-16,"turnover (trips per gear-slot per day)",1.7,0.3,5.64379206868183,1.70432330054599,0.953437009707038,3.09545685922101
2024-10-17,"turnover (trips per gear-slot per day)",1.7,0.3,5.64488251885647,1.691191824138,0.929827011596724,3.10903536172805
2024-10-18,"turnover (trips per gear-slot per day)",1.7,0.3,5.64595003734762,1.69516630475403,0.944377672628182,3.07758513043186
2024-10-19,"turnover (trips per gear-slot per day)",1.7,0.3,5.39706550336751,1.70567711778905,0.931283839107494,3.10992203225943
2024-10-20,"turnover (trips per gear-slot per day)",1.7,0.3,5.39804190401819,1.70923958170461,0.958809245321817,3.07383591159248
2024-10-21,"turnover (trips per gear-slot per day)",1.7,0.3,5.64901487323058,1.68982595456575,0.951962640071374,3.05990760725853
2024-10-22,"turnover (trips per gear-slot per day)",1.7,0.3,5.64999053689791,1.69730266743964,0.945867005762972,3.02860573944374
2024-10-23,"turnover (trips per gear-slot per day)",1.7,0.3,5.65094320623739,1.70146699728079,0.957330566976078,3.06931803654397
2024-10-24,"turnover (trips per gear-slot per day)",1.7,0.3,5.65187286956136,1.70798280891293,0.951406913518963,3.06203361000331
2024-10-25,"turnover (trips per gear-slot per day)",1.7,0.3,5.65277951546315,1.70792077658564,0.962389946529204,3.08721292872411
2024-10-26,"turnover (trips per gear-slot per day)",1.7,0.3,5.40343888446289,1.6885626589863,0.960297068614441,3.00279349597785
2024-10-27,"turnover (trips per gear-slot per day)",1.7,0.3,5.40426137429225,1.70809587402329,0.957053032105094,3.04661812563744
2024-10-28,"turnover (trips per gear-slot per day)",1.7,0.3,5.65536123878808,1.70763282990403,0.93783482789686,3.09655906590194
2024-10-29,"turnover (trips per gear-slot per day)",1.7,0.3,5.65617570656189,1.70281988873746,0.952361358946564,3.00357292603065
2024-10-30,"turnover (trips per gear-slot per day)",1.7,0.3,5.65696710410271,1.7051840353783,0.953875455555414,3.07424298492965
2024-10-31,"turnover (trips per gear-slot per day)",1.7,0.3,5.65773542169443,1.68657987814755,0.950203276483266,3.06937301486482
