"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.223), 0.300)",1.2795827739976,0.392676171162512,1.27791726707637,0.387412005836576,1.22379095772938,0.680903339336285,2.19495912360895,0.013,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.884673443268308,0.0660082814098315,0.895603668804325,0.727087163718036,0.977871484113144,0.852,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.25519692849022,0.366448040927336,0.291830456696623,-0.544570142353442,0.863756501894193,0.181,TRUE
"B1","normal(0, 1.0)",0,1,0.632074055307784,0.126494061861329,0.633017990836786,0.384222265172124,0.877931922632821,0.874,FALSE
"B2","normal(0, 1.0)",0,1,0.463072188813174,0.309316425754182,0.46081363621671,-0.130482529350966,1.08289764950409,0.691,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.81344171745522,1.31923560694586,2.86764824150182,0.00341822368587396,5.32976830479585,0.34,TRUE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.718155460266024,1.12557451282594,0.98360265363821,-2.21195808425894,2.51153019923972,0.437,TRUE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.661463068006159,0.139227912051451,0.643974450564513,0.43952967086296,0.981139549528048,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.274366970685828,0.162027481980115,0.257383459010107,0.0248301559481871,0.640254833497304,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,1.03528819225348,0.0693614325086364,1.03269868680642,0.906484938473522,1.18011906834822,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.79582534683417,0.0650587602541916,0.794515126803278,0.674787123497161,0.931290539617269,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.31274904552422,1.99923285944299,0.745290652705148,0.0295909998619088,6.51261137403349,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.44308004842395,2.28730399413324,0.812947188030765,0.0341260946861182,6.71893835020276,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.243076357937002,0.193891963045313,-0.24368842878854,-0.617146476370364,0.138842799577706,0.806,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.5539406370322,0.16132071651525,3.55003581867253,3.24601244432091,3.87249568203924,0.933,FALSE
