"fit","parameter","median","mean","decoupled","decoupled_reason","status","estimate","fit_method","source"
"private_boat_all_gear_Dungeness_Kept","mu_mu_E[1]",2.86764824150182,2.81344171745522,FALSE,NA,"estimate",2.86764824150182,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","mu_mu_C[1]",0.98360265363821,0.718155460266024,FALSE,NA,"estimate",0.98360265363821,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_E",0.643974450564513,0.661463068006159,FALSE,NA,"estimate",0.643974450564513,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_C",0.257383459010107,0.274366970685828,FALSE,NA,"estimate",0.257383459010107,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_E",0.895603668804325,0.884673443268308,FALSE,NA,"estimate",0.895603668804325,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_C",0.291830456696623,0.25519692849022,FALSE,NA,"estimate",0.291830456696623,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_E",1.03269868680642,1.03528819225348,FALSE,NA,"estimate",1.03269868680642,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_C",0.794515126803278,0.79582534683417,FALSE,NA,"estimate",0.794515126803278,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_E",0.937675892424245,0.945611987247263,FALSE,NA,"estimate",0.937675892424245,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_C",1.58414765815085,1.61090312486129,FALSE,NA,"estimate",1.58414765815085,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_E",0.745290652705148,1.31274904552422,FALSE,NA,"estimate",0.745290652705148,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_C",0.812947188030765,1.44308004842395,FALSE,NA,"estimate",0.812947188030765,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_IE",0.1423091670167,0.200470472322526,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G",1.22379095772938,1.27791726707637,FALSE,NA,"estimate",1.22379095772938,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G_boat",3.55003581867253,3.5539406370322,FALSE,NA,"estimate",3.55003581867253,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1",0.633017990836786,0.632074055307784,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2",0.46081363621671,0.463072188813174,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1_C",-0.24368842878854,-0.243076357937002,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2_C",0.00988376398233283,0.0176187469646876,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","gamma_C",0.00756896202770006,0.0101512774530225,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
