"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3413,3092,3951,6189,5729,7028
"2024-10",6069,5570,6725,10984,10242,11970
"2024-11",3407,2847,4146,5632,4834,6658
"2024-12",10199,9316,11539,6483,5404,7997
"2025-01",7385,6799,8331,5703,4646,7194
"2025-02",1777,1473,2277,3541,2820,4592
"2025-03",2140,1530,3306,5275,4277,6748
"2025-04",4839,3408,7569,10129,8099,13119
"2025-05",6033,4015,10383,11473,9024,16000
"2025-06",6560,3555,14901,12930,8802,22726
"2025-07",20253,10235,43524,35956,24568,60845
"2025-08",18234,9825,33226,34101,26433,47311
"2025-09",8239,4122,15751,15769,11840,22328
