"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.11985181159712,1.18656809614679,3.10309920099247,5.08039958551047,4706,1.0007
"mu_mu_C[1]",-0.16138717491486,-2.38373321955695,-0.0933295127948602,1.74804053502723,4613,0.9998
"sigma_eps_E",0.585208739318474,0.501065966335623,0.583260195509327,0.680500046868812,2301,1.0002
"sigma_eps_C",0.236419273019618,0.137498209724126,0.2313671533434,0.362117136383421,2018,1.002
"phi_E",0.482682967003672,0.282713314232245,0.488451986741401,0.652860822059114,1214,1.004
"phi_C",0.828099026909027,0.625389354336726,0.843094810113084,0.947049193831208,1708,1.0029
"sigma_r_E",0.235166282554125,0.195800398526155,0.234456365688167,0.279576722611256,4394,0.9999
"sigma_r_C",1.0307286840556,0.964831403901506,1.03023779077337,1.09910512741406,11101,0.9998
"r_E",18.5273398551675,12.7937536060657,18.1918113150569,26.0839199004816,4405,1
"r_C",0.944403195054123,0.82779258569036,0.942160835320081,1.07422965857925,11060,0.9998
"sigma_mu_E",1.03716839863015,0.0302734040740505,0.674538937039732,4.31250352154275,7235,1.0006
"sigma_mu_C",1.17232419240752,0.0305627919525734,0.706956337287793,5.37971420179822,5744,1.0004
"sigma_IE",1.06780509724173,0.648664868920722,1.03847933477276,1.67787050025549,11223,1.0001
"R_G",1.27907192512917,1.24179693286504,1.27904728374294,1.31598172194141,16364,0.9999
"R_G_boat",4.55047272045458,1.52212172483144,3.99752743513399,10.8484254113204,12197,0.9998
"B1",0.509142024592673,0.279863282380785,0.51014819638969,0.732944486363933,2098,1.0011
"B2",0.521557223616947,-0.0713108911551589,0.521991869537008,1.09569140266535,3812,1.0001
"B1_C",-0.341355475683965,-0.505788965545227,-0.343418727335373,-0.166192612053115,7942,1.0003
